NO_OF_FRAMES	2252
NO_OF_CAMERAS	7
NO_OF_MARKERS	13
FREQUENCY	60
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-11-12, 11:44:43	5888.89264541
DATA_INCLUDED	3D
MARKER_NAMES	Back top	Back right	Back left	Shoulder	Elbow	Hand top	Hand right	Hand left	Thumb	Index	Middle	Box back	Box left
Frame	Time	Back top X	Back top Y	Back top Z	Back right X	Back right Y	Back right Z	Back left X	Back left Y	Back left Z	Shoulder X	Shoulder Y	Shoulder Z	Elbow X	Elbow Y	Elbow Z	Hand top X	Hand top Y	Hand top Z	Hand right X	Hand right Y	Hand right Z	Hand left X	Hand left Y	Hand left Z	Thumb X	Thumb Y	Thumb Z	Index X	Index Y	Index Z	Middle X	Middle Y	Middle Z	Box back X	Box back Y	Box back Z	Box left X	Box left Y	Box left Z	
1098	18.28333	637.911	158.965	262.819	633.032	173.929	206.987	658.682	163.923	201.411	415.874	79.201	114.674	415.965	135.798	-91.541	367.870	42.186	-450.792	375.865	64.220	-405.320	379.854	32.904	-403.947	454.452	-17.404	-487.289	405.234	31.491	-549.731	406.160	56.071	-558.238	437.997	-800.283	193.710	522.909	-758.177	189.959
1099	18.30000	637.667	159.123	262.846	632.782	174.141	207.029	658.440	164.126	201.411	415.695	79.794	114.623	416.236	137.015	-91.477	367.466	42.907	-450.493	375.668	65.160	-405.144	379.644	33.751	-403.694	454.183	-16.704	-487.308	404.642	31.874	-549.527	405.335	56.379	-558.141	437.930	-800.353	193.706	522.877	-758.206	189.937
1100	18.31667	637.477	159.304	262.823	632.589	174.355	207.024	658.260	164.332	201.383	415.504	80.449	114.607	416.422	138.152	-91.428	366.660	42.778	-449.990	375.195	65.200	-404.751	379.073	33.706	-403.285	453.189	-17.526	-487.217	403.222	30.983	-549.004	403.908	55.347	-557.860	437.957	-800.314	193.708	522.856	-758.255	189.924
1101	18.33333	637.375	159.521	262.735	632.492	174.586	206.974	658.152	164.571	201.307	415.333	81.012	114.606	416.498	139.034	-91.444	365.443	41.804	-449.239	374.457	64.400	-404.220	378.134	32.900	-402.511	451.603	-19.687	-486.723	401.386	28.944	-548.560	402.247	53.263	-557.484	437.935	-800.305	193.713	522.851	-758.251	189.917
1102	18.35000	637.331	159.733	262.655	632.498	174.847	206.913	658.133	164.788	201.252	415.188	81.502	114.556	416.467	139.635	-91.494	363.955	39.898	-448.487	373.401	62.850	-403.695	376.887	31.344	-401.707	449.645	-22.738	-485.685	399.324	25.831	-547.768	400.291	50.072	-556.924	437.921	-800.328	193.709	522.851	-758.260	189.909
1103	18.36667	637.369	159.990	262.593	632.543	175.113	206.819	658.151	165.001	201.175	415.049	81.820	114.528	416.297	139.910	-91.599	362.279	37.214	-447.574	372.081	60.583	-403.082	375.340	28.993	-400.767	447.451	-26.566	-484.420	397.112	21.657	-546.850	398.097	45.833	-556.228	437.938	-800.355	193.716	522.868	-758.216	189.934
1104	18.38333	637.371	160.226	262.472	632.558	175.355	206.690	658.156	165.218	201.085	414.899	82.058	114.531	415.969	139.836	-91.712	360.451	33.889	-446.784	370.605	59.815	-403.350	373.658	26.052	-399.691	444.937	-30.953	-483.068	394.605	16.791	-545.709	395.753	40.858	-555.462	437.970	-800.288	193.731	522.861	-758.256	189.921
1105	18.40000	637.383	160.466	262.380	632.586	175.574	206.578	658.171	165.432	200.961	414.733	82.151	114.597	415.461	139.454	-91.793	358.237	29.842	-445.538	368.792	56.237	-402.401	371.760	22.501	-398.515	442.427	-35.736	-481.689	391.904	11.404	-544.450	392.961	35.392	-554.353	437.985	-800.300	193.719	522.849	-758.232	189.918
1106	18.41667	637.424	160.707	262.311	632.648	175.781	206.501	658.216	165.605	200.880	414.545	82.094	114.704	414.711	138.724	-91.902	355.955	24.944	-444.360	366.767	52.075	-401.378	369.823	18.144	-397.378	439.894	-40.896	-480.171	388.817	5.546	-543.034	389.870	29.446	-553.336	437.937	-800.302	193.709	522.857	-758.233	189.936
1107	18.43333	637.449	160.940	262.284	632.665	175.983	206.492	658.231	165.808	200.876	414.357	81.865	114.849	413.894	137.687	-92.025	353.556	19.854	-442.890	363.515	47.320	-400.873	368.071	13.433	-394.960	437.383	-46.267	-478.470	385.550	-0.826	-541.641	386.527	23.040	-552.067	437.975	-800.304	193.723	522.849	-758.235	189.922
1108	18.45000	637.461	161.199	262.282	632.658	176.216	206.503	658.209	166.052	200.869	414.148	81.482	115.054	413.046	136.383	-92.118	350.790	14.410	-441.297	361.720	40.797	-399.399	365.779	8.608	-393.417	434.703	-52.082	-476.581	382.213	-7.610	-539.820	383.102	16.155	-550.733	437.955	-800.328	193.717	522.863	-758.243	189.930
1109	18.46667	637.479	161.451	262.316	632.636	176.462	206.513	658.220	166.333	200.873	413.978	80.983	115.300	412.130	134.892	-92.144	348.039	8.640	-439.540	359.204	35.591	-398.033	363.294	3.478	-391.664	431.778	-58.325	-474.550	378.906	-14.625	-537.902	379.535	8.977	-549.065	437.935	-800.354	193.707	522.835	-758.258	189.936
1110	18.48333	637.497	161.673	262.270	632.678	176.695	206.477	658.260	166.576	200.847	413.744	80.439	115.623	410.995	133.209	-92.109	345.152	2.627	-437.551	356.686	30.105	-396.519	360.822	-1.960	-389.782	428.593	-64.949	-472.364	375.273	-21.938	-535.904	375.866	1.468	-547.316	437.962	-800.298	193.723	522.842	-758.237	189.930
1111	18.50000	637.548	161.913	262.255	632.679	176.892	206.418	658.282	166.775	200.786	413.538	79.893	115.912	409.757	131.399	-92.027	342.161	-3.718	-435.359	354.078	24.364	-394.775	358.381	-7.608	-387.620	425.331	-71.910	-469.883	371.409	-29.517	-533.569	372.002	-6.311	-545.228	437.950	-800.328	193.738	522.829	-758.262	189.918
1112	18.51667	637.552	162.165	262.211	632.637	177.094	206.376	658.263	166.999	200.763	413.259	79.209	116.262	408.441	129.585	-91.994	339.218	-10.388	-433.035	351.355	18.304	-392.945	355.785	-13.599	-385.451	422.374	-79.184	-466.961	367.799	-37.638	-531.107	368.011	-14.528	-543.081	437.959	-800.308	193.752	522.838	-758.245	189.917
1113	18.53333	637.531	162.396	262.172	632.570	177.307	206.356	658.193	167.262	200.704	412.986	78.509	116.593	407.218	127.845	-91.963	336.296	-17.421	-430.524	348.538	11.949	-391.018	353.254	-19.788	-383.020	419.622	-86.476	-463.826	364.037	-46.120	-528.295	364.084	-23.124	-540.719	437.942	-800.336	193.694	522.844	-758.258	189.929
1114	18.55000	637.485	162.643	262.136	632.467	177.537	206.317	658.091	167.523	200.672	412.698	77.788	116.901	405.905	126.116	-91.901	333.321	-24.691	-427.810	345.730	5.373	-388.856	350.729	-26.247	-380.461	417.039	-93.826	-460.743	360.437	-54.818	-525.238	360.135	-31.983	-538.097	437.953	-800.293	193.731	522.847	-758.261	189.912
1115	18.56667	637.458	162.904	262.072	632.379	177.761	206.254	658.024	167.775	200.576	412.424	77.173	117.257	404.395	124.433	-91.728	330.420	-32.154	-424.797	342.902	-1.414	-386.375	348.208	-32.884	-377.634	414.503	-101.205	-457.440	356.778	-63.547	-521.986	356.172	-40.887	-535.079	437.966	-800.289	193.734	522.854	-758.247	189.909
1116	18.58333	637.399	163.149	262.001	632.276	177.955	206.169	657.905	167.974	200.490	412.052	76.583	117.603	402.876	122.917	-91.535	327.537	-39.954	-421.516	340.066	-8.572	-383.620	345.755	-39.859	-374.466	412.286	-108.108	-453.544	353.052	-72.422	-518.326	352.117	-49.929	-531.854	437.994	-800.296	193.719	522.865	-758.255	189.914
1117	18.60000	637.289	163.364	261.992	632.079	178.111	206.150	657.731	168.172	200.463	411.727	76.031	117.981	401.486	121.629	-91.476	324.654	-48.138	-417.762	337.139	-16.025	-380.466	343.299	-47.119	-370.978	409.736	-115.951	-449.353	349.566	-81.865	-514.439	348.016	-59.440	-528.184	437.929	-800.318	193.720	522.899	-758.223	189.944
1118	18.61667	637.193	163.568	262.028	631.912	178.305	206.194	657.581	168.374	200.452	411.452	75.583	118.267	400.271	120.572	-91.371	321.651	-56.678	-413.483	334.173	-23.690	-376.989	340.744	-54.529	-366.884	407.128	-124.390	-444.262	345.741	-92.039	-509.514	343.839	-69.788	-523.888	437.995	-800.266	193.752	522.921	-758.170	189.966
1119	18.63333	637.139	163.774	262.019	631.805	178.507	206.169	657.480	168.609	200.431	411.277	75.173	118.635	399.092	119.659	-91.206	318.575	-65.589	-408.399	331.253	-31.584	-372.840	338.278	-62.177	-362.161	405.354	-135.170	-439.993	341.753	-103.070	-503.820	339.618	-81.155	-518.765	437.975	-800.287	193.732	522.913	-758.194	189.974
1120	18.65000	637.085	163.996	261.937	631.733	178.701	206.112	657.402	168.825	200.341	411.013	74.771	119.111	397.797	118.974	-90.804	315.444	-74.947	-402.385	328.396	-39.993	-367.929	336.040	-70.273	-356.609	403.257	-143.261	-433.502	337.271	-114.542	-497.257	335.027	-92.917	-512.660	437.940	-800.328	193.732	522.915	-758.224	189.957
1121	18.66667	637.025	164.208	261.919	631.596	178.854	206.090	657.289	169.027	200.314	410.694	74.430	119.646	396.405	118.478	-90.303	312.359	-84.885	-395.490	325.590	-48.961	-362.239	333.694	-78.818	-350.419	401.249	-152.926	-426.508	333.060	-126.298	-489.902	330.089	-105.043	-505.681	437.958	-800.330	193.717	522.953	-758.191	189.968
1122	18.68333	636.927	164.380	261.945	631.435	178.977	206.123	657.132	169.208	200.344	410.455	74.140	120.137	395.094	118.185	-89.893	309.233	-95.409	-387.867	322.699	-58.439	-355.752	331.072	-87.833	-343.409	399.641	-163.002	-418.601	328.886	-138.790	-481.551	325.472	-117.976	-497.729	437.963	-800.304	193.742	522.963	-758.157	189.971
1123	18.70000	636.856	164.544	261.967	631.264	179.119	206.142	656.988	169.411	200.357	410.261	73.918	120.494	393.916	118.158	-89.489	306.299	-106.349	-379.174	319.881	-68.441	-348.378	328.430	-97.366	-335.272	397.860	-173.614	-409.433	325.253	-151.997	-472.073	321.254	-131.705	-488.713	437.909	-800.378	193.696	522.948	-758.197	189.974
1124	18.71667	636.798	164.694	261.961	631.147	179.295	206.137	656.887	169.634	200.329	410.000	73.792	120.999	392.608	118.220	-88.975	303.032	-117.552	-368.917	317.371	-78.814	-339.922	326.164	-107.438	-325.785	395.147	-185.089	-399.420	321.467	-165.579	-461.265	317.066	-145.922	-478.375	437.943	-800.350	193.706	522.968	-758.132	189.981
1125	18.73333	636.749	164.866	261.906	631.056	179.446	206.094	656.812	169.811	200.276	409.616	73.733	121.598	391.172	118.278	-88.416	300.431	-129.187	-357.664	314.990	-89.601	-330.359	324.401	-117.475	-315.152	392.272	-197.426	-387.497	317.604	-179.792	-448.830	312.766	-160.845	-466.455	437.953	-800.328	193.709	522.976	-758.121	189.986
1126	18.75000	636.740	165.051	261.860	630.976	179.563	206.040	656.745	169.964	200.207	409.318	73.652	122.171	389.652	118.211	-87.756	297.867	-141.727	-344.982	312.645	-100.884	-319.702	322.669	-128.116	-304.660	385.034	-210.566	-369.131	314.097	-195.413	-434.428	308.988	-177.292	-452.727	437.928	-800.339	193.717	522.972	-758.140	189.980
1127	18.76667	636.740	165.229	261.830	630.899	179.672	205.998	656.664	170.066	200.142	409.044	73.476	122.708	388.076	118.046	-87.042	295.745	-154.765	-330.886	310.431	-112.594	-307.727	321.457	-139.179	-292.126	384.655	-223.759	-353.788	311.194	-212.426	-418.197	305.874	-195.084	-437.143	437.989	-800.268	193.749	522.979	-758.145	189.968
1128	18.78333	636.762	165.423	261.804	630.838	179.788	205.937	656.607	170.213	200.081	408.741	73.291	123.246	386.424	117.677	-86.322	294.955	-168.553	-315.869	308.553	-124.766	-294.482	320.219	-150.284	-277.661	384.145	-236.993	-337.057	308.509	-230.040	-400.046	303.032	-213.337	-419.744	437.941	-800.314	193.721	522.979	-758.124	189.983
1129	18.80000	636.764	165.614	261.756	630.799	179.961	205.877	656.561	170.398	199.986	408.411	73.016	123.836	384.644	116.992	-85.694	293.418	-182.061	-298.788	306.435	-136.881	-279.223	319.492	-161.867	-262.228	384.214	-250.245	-319.019	306.172	-247.244	-380.443	300.491	-231.046	-400.798	437.955	-800.311	193.724	522.976	-758.139	189.965
1130	18.81667	636.765	165.847	261.651	630.737	180.154	205.769	656.503	170.582	199.870	408.171	72.577	124.374	382.700	115.913	-84.974	292.207	-195.489	-280.262	304.988	-149.296	-262.964	318.907	-173.335	-245.241	384.218	-263.333	-299.685	304.337	-263.771	-359.520	298.494	-248.299	-380.453	437.956	-800.330	193.715	522.979	-758.141	189.966
1131	18.83333	636.748	166.104	261.541	630.665	180.335	205.665	656.433	170.774	199.736	407.926	71.949	124.972	380.747	114.392	-84.185	291.296	-208.643	-260.114	304.082	-161.601	-245.441	318.647	-184.608	-226.894	383.657	-276.471	-279.242	303.043	-279.984	-336.900	297.394	-265.583	-358.224	437.959	-800.327	193.712	522.965	-758.180	189.964
1132	18.85000	636.706	166.370	261.426	630.590	180.523	205.560	656.353	170.990	199.605	407.546	71.136	125.702	378.718	112.359	-83.359	290.357	-222.268	-238.015	303.496	-173.655	-226.707	318.788	-195.492	-207.379	383.185	-289.593	-256.274	302.591	-296.190	-312.312	297.212	-283.047	-334.018	437.984	-800.267	193.746	522.987	-758.109	189.986
1133	18.86667	636.678	166.620	261.348	630.503	180.713	205.484	656.262	171.197	199.506	407.131	70.167	126.513	376.606	109.774	-82.579	290.525	-234.658	-214.994	303.373	-185.470	-206.814	318.079	-205.644	-185.936	384.143	-302.165	-230.765	302.918	-312.464	-285.875	297.240	-300.439	-308.017	437.940	-800.353	193.709	522.996	-758.135	189.961
1134	18.88333	636.626	166.881	261.246	630.383	180.882	205.358	656.153	171.404	199.400	406.819	68.976	127.246	374.332	106.547	-81.749	291.434	-246.479	-190.709	303.309	-197.762	-185.151	320.447	-216.166	-165.050	386.460	-313.672	-204.381	303.634	-328.078	-257.914	297.330	-317.004	-280.414	437.970	-800.288	193.730	522.987	-758.137	189.973
1135	18.90000	636.571	167.167	261.125	630.255	181.094	205.204	656.031	171.628	199.250	406.965	67.396	128.202	371.873	102.575	-80.767	293.040	-257.568	-165.467	304.546	-208.308	-163.246	322.272	-225.488	-142.309	389.342	-324.290	-177.603	306.452	-344.795	-229.747	298.036	-332.875	-251.346	437.965	-800.290	193.732	522.987	-758.137	189.973
1136	18.91667	636.512	167.495	260.985	630.137	181.328	205.066	655.930	171.885	199.084	406.518	65.850	129.364	369.194	97.748	-79.498	295.254	-267.908	-139.570	306.389	-218.283	-140.943	324.750	-234.159	-119.253	392.197	-334.245	-150.495	308.534	-358.456	-199.259	299.810	-348.071	-220.977	437.963	-800.325	193.708	522.985	-758.125	189.998
1137	18.93333	636.490	167.855	260.832	630.068	181.595	204.931	655.875	172.171	198.903	405.487	64.282	130.652	366.337	92.090	-78.158	297.932	-277.408	-113.381	309.256	-227.652	-118.056	327.530	-242.165	-95.767	394.847	-343.526	-123.362	311.061	-370.954	-168.224	302.046	-361.934	-190.103	437.945	-800.277	193.739	522.996	-758.137	189.987
1138	18.95000	636.543	168.223	260.741	629.768	182.043	204.747	655.671	172.468	198.741	404.886	62.288	132.028	363.454	85.525	-76.829	300.817	-285.990	-87.076	311.553	-236.475	-94.978	330.527	-249.550	-72.318	398.331	-351.793	-96.093	313.980	-382.463	-137.148	304.298	-374.708	-159.131	437.972	-800.288	193.736	522.987	-758.138	189.973
1139	18.96667	636.573	168.583	260.569	629.749	182.369	204.540	655.660	172.729	198.578	404.438	60.099	133.565	360.533	78.078	-75.285	303.663	-293.918	-61.236	314.020	-244.679	-71.940	334.120	-256.316	-49.172	402.659	-359.062	-68.618	317.324	-392.981	-106.086	306.814	-386.553	-128.290	437.968	-800.291	193.733	522.979	-758.149	189.967
1140	18.98333	636.397	169.069	260.328	629.793	182.680	204.328	655.848	172.987	198.360	403.810	57.797	135.360	357.631	69.611	-73.261	307.387	-301.146	-35.787	316.701	-252.368	-49.149	337.439	-262.562	-26.293	409.465	-366.834	-42.981	319.538	-400.656	-73.815	310.181	-397.361	-97.812	437.952	-800.314	193.727	522.987	-758.110	189.985
1141	19.00000	636.422	169.676	259.988	630.176	182.907	204.374	655.888	173.283	198.142	403.310	55.250	137.312	354.689	58.611	-70.771	311.010	-307.762	-10.464	319.584	-259.723	-26.709	341.063	-268.472	-3.911	414.635	-372.579	-16.314	324.501	-409.446	-43.973	314.119	-407.241	-67.649	437.934	-800.319	193.722	523.000	-758.138	189.981
1142	19.01667	636.551	170.148	259.883	630.265	183.282	204.236	656.006	173.634	198.053	402.695	52.462	139.482	351.579	48.452	-67.840	315.198	-313.972	14.153	322.770	-266.787	-4.690	344.923	-274.127	17.896	419.336	-378.047	9.547	329.620	-417.247	-14.915	318.161	-416.241	-38.062	437.950	-800.299	193.715	523.008	-758.132	189.974
1143	19.03333	636.672	170.623	259.782	630.349	183.712	204.132	656.110	174.039	197.947	402.307	49.424	141.758	348.521	37.478	-64.523	319.930	-319.708	38.085	326.372	-273.904	16.197	348.810	-279.266	39.185	424.212	-383.009	34.289	333.613	-423.973	13.349	322.284	-424.540	-9.242	437.911	-800.379	193.695	522.985	-758.149	189.956
1144	19.05000	637.118	170.930	259.677	630.435	184.141	203.965	656.184	174.438	197.777	401.884	46.188	144.313	345.591	26.061	-60.490	324.167	-325.258	61.020	329.726	-280.573	36.722	352.728	-284.627	59.371	429.660	-387.443	58.101	338.275	-430.716	41.076	326.291	-432.500	19.021	437.965	-800.290	193.731	523.019	-758.117	189.991
1145	19.06667	637.181	171.481	259.492	630.493	184.498	203.742	656.239	174.793	197.553	401.414	42.972	147.032	342.879	14.213	-55.927	328.564	-330.865	82.900	333.106	-287.218	56.348	356.704	-290.074	78.689	435.053	-391.752	80.871	344.864	-437.601	66.831	331.658	-441.009	46.488	437.998	-800.265	193.747	523.005	-758.140	189.972
1146	19.08333	637.198	171.979	259.336	630.501	184.867	203.557	656.236	175.131	197.376	401.017	39.695	150.099	340.332	2.091	-50.596	332.822	-336.345	103.618	337.098	-294.809	75.236	360.853	-295.956	97.166	440.379	-396.125	102.404	349.453	-443.753	91.817	335.191	-447.990	71.830	437.986	-800.300	193.718	523.008	-758.125	189.989
1147	19.10000	637.156	172.508	259.191	630.437	185.270	203.345	656.134	175.511	197.198	400.734	36.472	153.252	338.094	-10.301	-44.743	337.146	-342.121	123.122	340.374	-300.884	93.227	364.800	-301.854	114.789	445.792	-400.687	122.698	353.800	-449.958	115.514	338.469	-454.880	95.611	437.965	-800.329	193.720	522.986	-758.149	189.958
1148	19.11667	637.067	173.030	259.039	630.331	185.636	203.165	656.046	175.917	197.014	400.537	33.191	156.670	336.181	-22.770	-38.104	341.282	-348.401	141.527	343.795	-308.032	110.343	368.581	-308.320	131.537	451.350	-405.780	141.577	357.948	-456.625	137.689	341.642	-462.044	117.906	437.969	-800.291	193.733	523.010	-758.118	189.977
1149	19.13333	637.003	173.524	258.902	630.220	186.027	203.008	655.962	176.280	196.866	400.455	29.792	160.291	334.887	-35.288	-30.993	345.300	-355.306	158.608	347.070	-315.628	126.570	372.201	-315.253	147.282	456.050	-411.554	158.797	361.790	-463.661	158.344	344.524	-469.591	138.647	437.940	-800.315	193.719	523.010	-758.118	189.977
1150	19.15000	636.942	174.089	258.735	630.146	186.457	202.834	655.858	176.631	196.695	400.490	26.438	164.121	334.134	-48.105	-23.114	349.159	-362.876	174.438	350.322	-323.646	141.820	375.673	-322.882	162.263	460.901	-417.685	174.458	364.929	-471.218	177.619	346.380	-477.577	157.837	437.927	-800.354	193.699	523.016	-758.114	189.994
1151	19.16667	636.762	174.606	258.593	629.964	186.874	202.654	655.678	177.082	196.531	400.621	23.142	168.072	333.273	-60.232	-14.655	353.131	-371.237	188.919	353.578	-332.026	156.268	379.239	-331.101	176.350	466.245	-423.994	188.646	367.557	-479.473	195.357	346.730	-485.937	175.323	437.942	-800.350	193.704	522.997	-758.132	189.978
1152	19.18333	636.467	175.099	258.415	629.660	187.230	202.458	655.427	177.533	196.386	400.917	19.868	172.131	332.734	-72.023	-5.769	357.223	-380.569	202.087	356.869	-340.856	170.010	382.853	-340.043	189.686	471.917	-430.707	201.130	369.525	-488.332	211.419	346.391	-494.681	191.229	437.992	-800.302	193.727	523.010	-758.118	189.976
1153	19.20000	636.158	175.577	258.374	629.283	187.579	202.272	655.069	177.937	196.234	401.264	16.574	176.291	332.471	-83.409	3.369	361.368	-390.368	214.289	360.245	-349.969	183.115	386.555	-349.377	202.388	477.409	-438.286	211.573	370.817	-497.473	225.324	346.346	-503.584	205.654	437.951	-800.312	193.720	522.993	-758.154	189.976
1154	19.21667	635.764	176.103	258.287	628.830	187.954	202.113	654.638	178.355	196.086	401.607	13.285	180.644	332.416	-94.369	12.875	365.546	-400.319	225.602	364.179	-358.631	195.301	390.427	-359.010	214.300	482.582	-446.730	220.465	371.832	-506.675	237.389	346.560	-512.374	218.284	437.963	-800.290	193.730	523.003	-758.121	189.963
1155	19.23333	635.253	176.605	258.134	628.239	188.271	201.963	654.141	178.875	195.977	402.084	10.105	185.073	332.589	-104.830	22.809	369.806	-410.571	236.029	367.874	-368.333	206.552	394.363	-368.976	225.184	487.778	-455.434	228.495	372.918	-515.912	248.550	346.668	-521.217	229.762	438.005	-800.259	193.733	523.004	-758.124	189.967
1156	19.25000	634.705	177.083	258.037	627.637	188.543	201.847	653.574	179.306	195.829	402.747	7.088	189.641	332.990	-114.720	33.000	374.112	-421.181	245.414	371.602	-378.363	216.840	398.361	-379.253	235.125	493.254	-463.926	235.923	374.093	-525.388	260.061	346.535	-529.996	242.311	437.943	-800.317	193.728	523.010	-758.118	189.976
1157	19.26667	634.067	177.434	257.923	626.902	188.820	201.725	652.972	179.747	195.729	403.409	4.250	194.249	333.715	-124.093	43.318	378.530	-431.860	253.807	375.520	-388.429	226.276	402.561	-389.680	244.140	498.562	-472.704	242.768	375.265	-534.250	270.670	347.257	-538.732	252.497	437.970	-800.292	193.739	523.014	-758.107	189.987
1158	19.28333	633.479	177.839	257.830	626.202	189.047	201.610	652.296	180.153	195.614	404.130	1.436	198.811	334.571	-133.144	53.730	382.952	-442.713	261.545	379.469	-398.580	235.294	406.965	-400.354	252.473	503.497	-482.168	248.366	377.559	-543.995	278.340	348.632	-547.187	260.448	437.923	-800.358	193.704	523.013	-758.131	189.996
1159	19.30000	632.794	178.268	257.726	625.417	189.302	201.479	651.576	180.600	195.539	405.065	-1.438	203.392	335.778	-141.802	64.338	387.335	-453.917	268.255	383.405	-409.123	243.330	411.285	-411.353	259.895	508.200	-492.202	252.240	379.683	-555.384	283.225	350.428	-558.042	266.050	437.970	-800.289	193.733	523.019	-758.112	189.984
1160	19.31667	632.032	178.632	257.646	624.542	189.582	201.397	650.788	181.082	195.446	406.177	-4.224	207.933	337.334	-150.015	74.916	391.464	-465.422	273.751	387.213	-419.894	250.352	415.319	-422.652	266.466	512.556	-502.639	255.000	382.024	-566.174	286.958	352.645	-568.456	270.094	437.931	-800.351	193.691	522.988	-758.141	189.968
1161	19.33333	631.201	178.975	257.627	623.583	189.844	201.365	649.946	181.714	195.431	407.303	-6.949	212.508	339.232	-157.854	85.371	395.197	-476.987	278.153	390.850	-430.792	256.306	419.186	-434.056	271.982	516.385	-513.531	257.176	383.983	-577.174	289.065	355.467	-577.697	273.267	437.993	-800.264	193.744	523.101	-758.045	190.137
1162	19.35000	630.346	179.257	257.515	622.699	190.105	201.292	649.130	182.299	195.328	408.571	-9.544	216.953	341.436	-165.205	95.910	398.707	-488.513	281.527	394.405	-441.786	261.147	422.803	-445.574	276.486	519.904	-524.443	258.517	385.352	-587.902	290.137	356.789	-588.023	274.560	437.934	-800.317	193.720	523.502	-757.558	190.527
1163	19.36667	629.492	179.564	257.383	621.747	190.280	201.158	648.261	182.810	195.239	409.947	-12.153	221.162	343.941	-172.174	106.007	402.095	-499.726	283.947	397.763	-452.368	265.247	426.397	-456.692	280.143	523.260	-534.895	258.515	386.536	-598.202	290.396	358.255	-597.776	274.846	437.951	-800.312	193.719	523.455	-757.365	190.075
1164	19.38333	628.578	179.863	257.298	620.660	190.361	201.071	647.268	183.224	195.145	411.280	-14.719	225.170	346.684	-178.737	115.469	405.750	-509.987	285.780	401.243	-462.330	268.757	430.058	-467.330	283.064	526.253	-545.058	257.450	387.943	-608.031	289.403	359.489	-606.845	273.960	437.965	-800.290	193.731	523.456	-757.385	190.041
1165	19.40000	627.626	180.134	257.209	619.496	190.337	200.926	646.189	183.527	194.985	412.599	-17.232	229.018	349.680	-184.918	124.336	408.910	-519.944	286.858	404.626	-471.731	271.448	433.586	-477.534	285.133	529.081	-554.688	255.752	388.641	-616.796	288.327	360.137	-615.247	272.028	437.933	-800.352	193.698	523.444	-757.410	190.042
1166	19.41667	626.640	180.279	257.159	618.267	190.316	200.944	645.027	183.813	194.943	414.132	-19.848	232.725	352.649	-190.698	133.025	411.841	-529.444	287.212	407.980	-480.748	273.378	437.076	-487.266	286.418	531.185	-564.681	252.851	389.103	-625.000	286.822	360.564	-623.000	270.032	437.940	-800.315	193.719	523.441	-757.410	190.031
1167	19.43333	625.638	180.396	257.255	617.079	190.289	200.958	643.924	184.118	194.931	415.736	-22.383	236.199	355.755	-196.185	141.470	414.698	-538.483	286.896	411.234	-489.298	274.569	440.448	-496.598	286.898	533.554	-573.538	249.761	389.729	-632.983	284.425	361.299	-630.335	267.813	437.951	-800.299	193.715	523.391	-757.473	190.025
