NO_OF_FRAMES	2308
NO_OF_CAMERAS	7
NO_OF_MARKERS	13
FREQUENCY	60
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-11-12, 11:26:18	4784.01216723
DATA_INCLUDED	3D
MARKER_NAMES	Box back	Box left	Hand left	Hand top	Shoulder	Hand right	Back left	Elbow	Back right	Back top	Index	Middle	Thumb
Frame	Time	Box back X	Box back Y	Box back Z	Box left X	Box left Y	Box left Z	Hand left X	Hand left Y	Hand left Z	Hand top X	Hand top Y	Hand top Z	Shoulder X	Shoulder Y	Shoulder Z	Hand right X	Hand right Y	Hand right Z	Back left X	Back left Y	Back left Z	Elbow X	Elbow Y	Elbow Z	Back right X	Back right Y	Back right Z	Back top X	Back top Y	Back top Z	Index X	Index Y	Index Z	Middle X	Middle Y	Middle Z	Thumb X	Thumb Y	Thumb Z	
588	9.78333	532.791	-780.383	192.459	622.485	-742.327	190.864	513.689	-150.592	-17.473	484.855	-187.407	-1.452	538.185	116.973	58.304	490.245	-154.240	-39.877	794.117	207.340	117.992	503.246	49.461	-122.019	766.435	212.271	115.338	757.909	202.920	171.555	489.261	-295.555	18.313	485.733	-303.063	-3.006	579.299	-243.912	29.706
589	9.80000	533.172	-779.927	192.684	622.481	-742.325	190.876	511.721	-159.913	-6.929	483.547	-196.943	9.647	533.993	109.056	59.712	487.909	-163.888	-28.889	789.801	203.204	117.397	498.095	37.128	-117.943	762.116	208.025	114.861	753.810	198.829	171.146	486.999	-304.278	30.576	482.702	-312.441	10.879	580.321	-250.819	41.317
590	9.81667	533.041	-780.087	192.611	622.475	-742.347	190.877	510.155	-169.608	4.347	482.752	-206.823	21.701	529.787	100.950	61.286	486.029	-173.978	-17.137	785.490	199.146	116.794	492.932	23.945	-113.352	757.751	203.852	114.347	749.733	194.841	170.714	485.685	-313.402	44.566	480.114	-321.915	26.146	581.863	-257.950	53.091
591	9.83333	533.880	-778.929	193.063	622.479	-742.341	190.889	509.008	-179.750	16.351	482.296	-217.085	34.583	525.561	92.479	63.003	484.480	-184.486	-4.599	781.125	195.188	116.172	487.724	9.820	-108.194	753.365	199.807	113.824	745.655	191.083	170.028	484.827	-322.902	59.207	477.858	-331.433	42.195	583.697	-265.305	65.534
592	9.85000	532.748	-780.460	192.444	622.488	-742.315	190.885	508.270	-190.595	28.990	482.079	-227.738	48.162	521.305	83.745	64.903	483.409	-195.904	8.681	776.742	191.360	115.460	482.543	-5.192	-102.459	749.006	195.935	113.211	741.504	187.347	169.487	484.482	-332.862	74.378	476.420	-341.356	58.785	585.773	-272.914	78.693
593	9.86667	532.754	-780.429	192.441	622.484	-742.325	190.871	507.354	-201.204	42.276	482.200	-238.811	62.219	517.109	74.930	67.102	482.265	-207.028	22.283	772.357	187.679	114.696	477.518	-21.013	-95.946	744.559	192.131	112.585	737.374	183.840	168.946	485.058	-343.281	90.294	476.760	-352.168	75.151	588.072	-280.807	92.476
594	9.88333	533.018	-780.104	192.583	622.465	-742.352	190.856	507.061	-212.674	55.983	482.792	-250.456	76.636	512.976	66.075	69.649	481.777	-218.993	36.445	767.857	184.176	113.933	472.709	-37.583	-88.617	740.044	188.522	111.911	733.180	180.453	168.348	484.293	-352.951	107.948	476.283	-361.232	92.314	590.804	-288.987	106.533
595	9.90000	533.051	-780.072	192.598	622.474	-742.300	190.879	507.277	-224.739	70.194	483.906	-262.908	91.220	508.867	57.139	72.619	481.585	-231.291	51.143	763.278	180.874	113.225	468.143	-54.678	-80.367	735.411	185.098	111.328	728.752	177.143	167.779	484.777	-364.259	124.102	476.274	-372.982	108.926	594.200	-297.988	119.968
596	9.91667	532.782	-780.433	192.440	622.490	-742.317	190.879	508.027	-237.139	84.781	485.753	-275.866	106.090	504.757	48.124	75.978	481.871	-243.782	66.487	758.419	177.672	112.453	464.033	-71.915	-71.222	730.554	181.802	110.705	724.342	174.028	167.340	486.135	-376.603	139.328	476.403	-385.183	125.234	598.613	-307.847	132.365
597	9.93333	532.764	-780.433	192.461	622.465	-742.354	190.861	509.273	-249.593	99.425	488.107	-288.771	121.013	500.819	39.105	79.919	482.569	-256.249	81.975	753.633	174.735	111.828	460.303	-89.010	-61.212	725.733	178.703	110.245	719.893	171.017	166.876	488.350	-389.178	154.560	477.281	-397.506	141.538	603.360	-318.932	143.814
598	9.95000	532.702	-780.506	192.430	622.492	-742.316	190.879	510.906	-261.862	114.079	490.723	-301.225	136.054	496.844	30.232	84.175	483.749	-268.621	97.345	748.817	171.978	111.308	456.992	-105.787	-50.523	720.910	175.754	109.920	715.404	168.145	166.572	490.354	-400.956	170.644	478.469	-409.419	158.262	607.305	-330.382	155.325
599	9.96667	532.797	-780.397	192.465	622.463	-742.371	190.874	513.022	-274.132	128.573	493.689	-313.933	150.812	493.086	21.677	88.706	485.456	-280.880	112.569	744.016	169.340	110.929	454.207	-122.221	-39.259	716.069	172.920	109.662	710.946	165.258	166.560	492.938	-412.678	186.465	480.214	-421.189	174.857	611.574	-341.492	167.176
600	9.98333	532.982	-780.123	192.586	622.489	-742.320	190.882	515.621	-286.545	142.944	496.997	-326.869	165.240	489.601	13.588	93.436	487.767	-293.610	127.364	739.304	166.916	110.716	452.025	-138.204	-27.383	711.328	170.241	109.552	706.562	162.615	166.518	496.087	-425.061	201.243	482.731	-433.529	190.191	616.012	-353.117	178.686
601	10.00000	532.995	-780.107	192.597	622.473	-742.343	190.865	518.401	-299.166	157.156	500.372	-339.970	179.323	486.552	6.015	98.309	490.240	-306.158	142.183	734.862	164.578	110.547	450.501	-153.638	-14.921	706.817	167.695	109.561	702.430	160.060	166.507	500.853	-439.083	213.004	487.485	-447.475	202.096	620.359	-365.582	189.606
602	10.01667	532.717	-780.486	192.409	622.482	-742.334	190.868	521.584	-312.808	170.679	503.860	-353.752	192.592	483.957	-1.080	103.270	492.867	-319.007	156.546	730.720	162.342	110.467	449.623	-168.311	-1.955	702.680	165.325	109.622	698.592	157.676	166.635	503.882	-453.324	224.356	490.288	-461.616	213.554	624.653	-378.885	199.671
603	10.03333	532.787	-780.392	192.442	622.473	-742.345	190.869	524.915	-326.393	183.765	507.613	-367.929	204.991	481.761	-7.756	108.496	495.749	-332.103	170.245	726.948	160.238	110.538	449.324	-182.085	11.359	698.894	163.124	109.769	695.116	155.442	166.803	506.711	-467.744	234.982	492.516	-475.622	224.781	628.938	-393.198	208.225
604	10.05000	532.774	-780.391	192.455	622.487	-742.301	190.865	528.707	-340.844	196.067	511.353	-382.295	216.635	479.962	-13.987	113.921	499.157	-345.907	183.195	723.539	158.235	110.720	449.687	-194.909	24.751	695.498	161.021	110.088	691.872	153.363	167.090	509.300	-482.601	244.271	494.860	-490.086	234.217	632.722	-408.613	215.532
605	10.06667	532.981	-780.163	192.560	622.483	-742.335	190.883	532.137	-355.024	207.686	514.817	-397.004	227.208	478.520	-19.833	119.628	502.248	-359.345	195.363	720.476	156.358	110.912	450.657	-206.752	38.262	692.361	159.042	110.387	688.964	151.419	167.404	511.669	-498.413	250.928	497.139	-505.513	240.613	635.869	-424.423	222.141
606	10.08333	533.005	-780.088	192.605	622.477	-742.335	190.883	535.221	-369.547	218.422	517.955	-412.265	236.300	477.483	-25.282	125.513	505.086	-373.141	206.461	717.573	154.622	111.115	451.546	-217.129	52.764	689.515	157.231	110.661	686.249	149.678	167.692	513.864	-514.755	255.458	499.233	-521.449	244.774	639.845	-439.668	228.331
607	10.10000	533.026	-780.079	192.612	622.481	-742.308	190.894	538.490	-383.578	228.122	521.120	-427.037	244.306	476.710	-30.340	131.290	508.106	-386.351	216.622	714.860	152.945	111.318	453.263	-227.135	65.853	686.791	155.502	110.926	683.768	148.010	167.991	515.614	-530.234	259.096	500.632	-536.147	248.309	642.787	-455.003	232.538
608	10.11667	532.766	-780.424	192.444	622.503	-742.312	190.884	542.048	-396.724	236.933	524.509	-440.689	251.507	476.227	-34.964	136.884	511.356	-398.547	226.075	712.315	151.269	111.606	455.276	-236.227	78.304	684.226	153.738	111.277	681.366	146.340	168.375	517.065	-543.973	262.208	501.544	-548.844	251.607	645.589	-469.819	235.011
609	10.13333	532.988	-780.126	192.576	622.490	-742.339	190.882	545.536	-408.970	244.899	527.848	-453.383	257.805	475.865	-39.105	142.302	514.604	-409.984	234.595	709.838	149.712	111.937	457.607	-244.007	90.097	681.724	152.098	111.731	679.132	144.638	168.812	519.464	-559.905	262.366	503.746	-564.767	251.529	648.291	-483.259	236.757
610	10.15000	532.982	-780.141	192.565	622.371	-742.354	190.534	548.696	-420.777	251.887	531.134	-465.734	262.928	475.779	-42.737	147.412	517.638	-421.157	241.950	707.541	148.212	112.286	460.057	-250.665	101.332	679.411	150.504	112.170	677.062	143.053	169.288	521.557	-571.028	262.786	505.392	-576.615	251.791	651.049	-495.377	238.578
611	10.16667	532.763	-780.430	192.436	622.390	-742.298	190.568	551.812	-432.415	257.832	534.069	-477.760	266.836	475.898	-45.820	152.137	520.618	-432.145	248.268	705.513	146.879	112.593	462.605	-256.673	112.191	677.384	149.108	112.575	675.224	141.606	169.660	523.280	-583.128	262.129	506.757	-587.798	250.827	653.507	-507.279	239.258
612	10.18333	533.846	-778.968	193.055	622.443	-742.378	190.866	554.981	-443.930	262.573	536.816	-489.457	269.678	476.190	-48.350	156.612	523.599	-442.795	253.674	703.815	145.569	112.704	465.110	-261.841	123.178	675.697	147.757	112.760	673.693	140.321	169.898	523.930	-595.143	260.658	506.957	-598.260	249.216	655.271	-519.370	237.841
613	10.20000	533.030	-780.100	192.585	622.466	-742.346	190.899	558.128	-455.138	266.225	539.179	-500.590	271.389	476.533	-50.504	160.837	526.779	-453.149	258.142	702.424	144.354	112.667	468.172	-266.890	133.571	674.275	146.567	112.761	672.338	139.272	169.889	523.831	-605.498	257.882	506.118	-607.633	246.850	656.327	-530.994	234.685
614	10.21667	532.753	-780.429	192.438	622.467	-742.378	190.877	560.617	-465.780	268.777	540.988	-511.201	271.941	477.162	-52.244	164.735	529.098	-462.766	261.372	701.261	143.287	112.613	471.519	-271.149	143.503	673.153	145.508	112.695	671.191	138.453	169.862	523.472	-614.984	253.893	505.199	-616.292	242.836	656.938	-541.643	231.103
615	10.23333	533.869	-778.895	193.071	622.465	-742.364	190.873	562.492	-475.966	270.322	542.269	-521.239	271.348	477.988	-53.834	168.599	530.916	-472.137	263.427	700.363	142.479	112.526	474.879	-274.646	152.796	672.216	144.719	112.572	670.285	137.781	169.799	522.726	-622.865	249.187	503.871	-623.040	239.058	657.317	-551.181	227.109
616	10.25000	532.831	-780.324	192.486	622.499	-742.319	190.910	563.978	-485.583	270.920	542.703	-530.830	269.488	478.904	-55.210	172.258	532.412	-480.839	264.638	699.646	141.873	112.308	478.291	-277.653	161.563	671.501	144.121	112.363	669.568	137.245	169.583	521.585	-630.390	243.230	501.883	-629.682	232.899	656.534	-560.451	221.650
617	10.26667	532.755	-780.469	192.435	622.479	-742.333	190.881	565.095	-493.733	271.028	543.122	-538.507	267.490	479.962	-56.388	175.518	533.648	-488.166	265.455	699.125	141.357	112.008	481.735	-280.529	169.437	670.980	143.588	112.015	668.963	136.745	169.219	519.794	-636.137	238.016	499.341	-633.314	227.861	655.699	-567.707	216.362
618	10.28333	533.026	-780.103	192.572	622.494	-742.324	190.886	566.084	-500.044	271.105	543.637	-543.974	266.262	480.984	-57.440	178.208	534.753	-493.770	266.119	698.715	140.758	111.608	484.910	-282.710	175.674	670.588	142.979	111.597	668.534	136.318	168.859	518.223	-640.380	234.174	496.862	-636.508	223.350	655.042	-573.158	212.290
619	10.30000	533.028	-780.090	192.577	622.474	-742.346	190.869	567.049	-504.805	271.368	544.120	-548.261	265.247	481.945	-58.297	180.144	535.741	-498.032	266.653	698.524	140.176	111.286	487.698	-284.052	180.751	670.377	142.364	111.266	668.267	135.827	168.526	517.660	-643.558	230.919	495.873	-639.253	219.277	654.966	-577.012	209.508
620	10.31667	533.051	-780.012	192.641	622.474	-742.344	190.865	568.244	-508.625	271.551	545.049	-551.674	264.224	482.861	-58.919	181.407	536.978	-501.547	267.077	698.558	139.654	111.043	490.167	-284.966	185.123	670.409	141.848	111.044	668.271	135.370	168.266	518.078	-646.145	227.522	495.906	-641.351	214.410	655.602	-579.630	207.001
621	10.33333	532.749	-780.433	192.428	622.444	-742.308	190.903	569.466	-512.321	271.200	545.849	-554.932	262.866	483.832	-59.332	182.134	538.257	-504.827	266.969	698.884	139.266	110.909	492.668	-285.634	189.181	670.750	141.469	110.843	668.551	135.005	168.046	518.254	-648.462	224.192	495.300	-642.891	211.286	656.440	-581.955	204.288
622	10.35000	533.844	-778.900	193.093	622.468	-742.289	190.915	570.409	-516.114	270.076	546.101	-558.319	260.935	484.984	-59.661	182.830	539.305	-508.072	266.483	699.488	138.895	110.733	495.609	-286.284	193.333	671.372	141.142	110.610	669.031	134.717	167.851	517.028	-650.481	221.164	493.575	-644.267	208.586	655.457	-584.997	199.266
623	10.36667	532.989	-780.130	192.598	622.454	-742.316	190.898	570.650	-519.771	268.639	545.311	-561.722	258.410	486.357	-60.027	183.777	539.643	-511.150	265.534	700.263	138.587	110.600	498.830	-286.836	197.196	672.123	140.896	110.436	669.693	134.495	167.617	514.349	-652.000	217.127	491.012	-645.080	204.758	653.454	-588.144	194.250
624	10.38333	532.734	-780.430	192.449	622.466	-742.263	190.926	569.812	-522.881	266.868	543.888	-564.270	255.884	487.871	-60.483	185.007	538.933	-513.794	264.073	701.053	138.250	110.485	501.660	-287.345	200.404	672.916	140.583	110.259	670.378	134.318	167.517	511.741	-653.493	213.685	488.272	-645.638	201.027	651.278	-591.278	190.428
625	10.40000	532.751	-780.470	192.419	622.496	-742.385	190.845	568.800	-525.421	265.471	542.265	-566.327	253.959	489.313	-60.963	186.219	537.987	-515.851	262.655	701.874	138.022	110.483	503.737	-287.793	202.607	673.757	140.365	110.276	671.159	134.054	167.452	509.238	-654.931	212.031	485.612	-645.698	197.494	648.750	-594.380	187.450
626	10.41667	532.597	-780.798	192.470	622.164	-742.634	190.844	568.147	-526.987	264.756	541.226	-567.649	253.166	490.581	-61.286	187.120	537.453	-517.133	261.929	702.767	137.800	110.573	505.135	-288.219	204.125	674.636	140.111	110.287	672.039	133.786	167.558	507.986	-656.464	212.097	483.862	-645.745	195.761	646.864	-596.832	185.227
627	10.43333	532.356	-779.870	193.079	620.993	-743.435	190.859	567.955	-527.841	265.007	540.684	-568.341	253.519	491.627	-61.543	187.400	537.286	-517.746	262.049	703.830	137.631	110.708	506.240	-288.446	205.294	675.686	139.936	110.453	673.071	133.491	167.685	507.007	-656.968	212.371	483.252	-645.363	194.717	644.989	-599.031	184.734
628	10.45000	529.837	-781.120	192.674	619.605	-744.456	190.883	567.788	-528.313	265.613	540.249	-568.664	254.286	492.610	-61.671	187.150	537.191	-517.993	262.569	705.039	137.443	110.883	507.113	-288.510	206.222	676.896	139.776	110.568	674.234	133.277	167.796	506.285	-658.587	212.116	484.002	-645.863	191.374	642.922	-600.939	183.893
629	10.46667	528.504	-781.247	192.720	618.529	-745.270	190.919	567.389	-528.587	266.183	539.646	-568.839	255.146	493.665	-61.678	186.888	536.936	-518.060	262.925	706.383	137.261	110.954	507.894	-288.530	206.735	678.244	139.647	110.647	675.542	133.152	167.884	504.748	-657.165	214.822	484.319	-645.063	189.926	639.837	-603.295	183.142
630	10.48333	528.047	-781.507	192.626	618.297	-745.564	190.950	566.751	-528.620	266.435	538.836	-568.835	255.814	494.814	-61.569	186.961	536.431	-517.969	262.922	707.762	137.182	111.030	508.432	-288.398	206.859	679.672	139.605	110.674	676.897	133.097	167.899	503.601	-657.196	215.802	484.915	-643.632	188.563	636.707	-605.220	182.473
631	10.50000	528.118	-781.473	192.634	618.281	-745.696	190.925	565.711	-528.433	266.345	537.661	-568.722	256.059	495.922	-61.302	187.252	535.385	-517.745	262.445	709.271	137.091	110.991	508.727	-288.115	206.515	681.157	139.566	110.655	678.337	133.105	167.837	502.596	-657.342	216.421	485.771	-642.362	186.803	633.986	-606.635	182.446
632	10.51667	528.246	-781.471	192.642	618.378	-745.708	190.953	564.440	-528.011	265.764	536.400	-568.360	255.947	496.843	-60.886	187.272	534.179	-517.323	261.472	710.856	136.976	110.930	508.635	-287.774	205.668	682.704	139.491	110.555	679.899	133.133	167.796	501.604	-657.299	216.398	486.579	-640.668	185.435	631.411	-607.844	182.910
633	10.53333	528.675	-781.496	192.634	618.622	-745.603	190.905	562.838	-527.344	264.899	534.833	-567.792	255.613	497.695	-60.343	186.822	532.617	-516.660	260.116	712.510	136.873	110.906	508.160	-287.305	204.175	684.400	139.439	110.502	681.524	133.167	167.764	500.245	-657.075	215.783	487.033	-639.087	184.162	628.916	-608.831	183.420
634	10.55000	529.610	-781.703	192.517	619.306	-745.196	190.908	560.903	-526.237	263.817	532.968	-566.871	255.022	498.379	-59.599	185.905	530.925	-515.705	258.476	714.349	136.800	110.929	507.153	-286.666	201.889	686.239	139.439	110.489	683.306	133.226	167.749	498.862	-656.741	215.300	486.700	-635.694	183.918	626.688	-609.552	184.557
635	10.56667	530.767	-781.923	192.293	620.388	-744.222	190.965	558.777	-524.659	262.703	530.914	-565.468	254.514	498.970	-58.765	184.633	528.750	-514.222	256.580	716.391	136.676	110.915	505.475	-285.994	198.525	688.322	139.442	110.446	685.269	133.286	167.707	497.280	-655.875	214.996	485.972	-632.357	183.996	624.744	-609.857	186.105
636	10.58333	533.160	-779.978	192.720	621.322	-742.673	190.934	557.061	-522.385	261.573	529.014	-563.626	254.163	499.352	-57.779	182.937	526.702	-512.297	254.730	718.632	136.457	110.931	503.220	-285.123	194.127	690.577	139.346	110.386	687.415	133.270	167.667	495.912	-654.628	215.123	nan	nan	nan	623.506	-608.986	187.680
637	10.60000	534.461	-778.686	192.714	622.089	-740.482	190.948	554.910	-519.694	260.303	527.127	-561.260	253.558	499.556	-56.663	180.835	524.620	-510.008	253.031	721.025	136.170	110.974	500.616	-284.014	189.093	693.012	139.208	110.393	689.707	133.193	167.680	495.021	-653.074	215.784	nan	nan	nan	622.155	-607.508	188.882
638	10.61667	535.448	-777.119	193.081	622.847	-737.712	191.288	552.770	-516.289	258.979	525.574	-557.782	253.317	499.562	-55.403	178.304	522.446	-506.987	251.185	723.581	135.837	111.098	497.616	-282.573	183.253	695.572	139.020	110.478	692.150	133.031	167.738	494.032	-651.347	216.700	nan	nan	nan	620.987	-605.233	190.083
639	10.63333	537.057	-774.318	195.156	623.786	-734.128	192.528	550.571	-511.990	257.572	523.822	-553.649	252.929	499.521	-53.975	175.439	520.215	-503.226	249.215	726.294	135.384	111.223	494.343	-280.795	176.554	698.324	138.774	110.633	694.731	132.771	167.817	493.306	-649.386	216.687	nan	nan	nan	619.834	-602.117	191.330
640	10.65000	538.327	-771.239	198.858	624.601	-729.735	195.498	548.297	-506.801	255.837	522.057	-548.909	252.449	499.221	-52.363	172.287	518.204	-498.495	247.102	729.149	134.872	111.461	490.746	-278.522	168.964	701.188	138.435	110.713	697.417	132.441	167.954	492.473	-645.418	218.299	nan	nan	nan	618.616	-598.123	192.592
641	10.66667	538.638	-768.066	204.624	625.008	-724.543	200.575	546.142	-500.630	253.798	520.213	-543.235	251.800	498.755	-50.521	168.673	515.992	-492.953	244.771	732.095	134.199	111.611	486.799	-275.735	160.711	704.155	138.041	110.819	700.240	132.018	168.091	491.816	-640.979	219.859	nan	nan	nan	617.421	-593.246	193.785
642	10.68333	539.127	-762.489	212.599	624.995	-718.404	207.378	543.991	-493.551	251.568	518.329	-536.407	250.942	498.238	-48.422	164.511	513.603	-486.479	241.977	735.178	133.438	111.849	482.819	-272.457	151.884	707.277	137.589	110.997	703.134	131.525	168.228	490.898	-634.375	222.668	nan	nan	nan	616.076	-587.588	195.188
643	10.70000	539.093	-755.577	221.492	624.580	-710.709	215.359	541.334	-485.291	248.942	516.182	-528.392	249.863	497.820	-46.091	160.044	510.749	-478.828	238.907	738.311	132.619	112.102	478.842	-268.729	142.443	710.501	137.031	111.228	706.113	130.892	168.383	489.757	-627.591	225.075	nan	nan	nan	614.681	-580.758	196.997
644	10.71667	538.817	-746.611	230.674	623.905	-701.330	223.502	538.532	-475.749	246.142	513.727	-518.930	248.618	497.504	-43.609	155.482	507.960	-469.918	235.673	741.562	131.688	112.430	474.818	-264.224	132.218	713.761	136.418	111.409	709.148	130.237	168.589	488.316	-619.200	227.489	nan	nan	nan	612.954	-572.639	198.928
645	10.73333	538.184	-735.877	239.242	623.002	-689.956	231.294	535.403	-464.812	242.916	511.029	-508.113	246.949	497.112	-40.904	150.811	504.845	-459.701	232.024	744.748	130.568	112.738	470.806	-258.890	121.244	717.035	135.622	111.722	712.213	129.445	168.896	486.599	-609.430	229.499	nan	nan	nan	610.869	-563.079	200.492
646	10.75000	537.616	-723.317	246.814	621.975	-676.889	238.081	531.974	-452.681	239.125	507.778	-496.021	244.586	496.800	-37.783	145.815	501.478	-448.349	227.730	747.919	129.299	113.123	467.038	-252.544	109.721	720.236	134.654	111.975	715.215	128.481	169.147	484.750	-598.171	230.975	nan	nan	nan	608.324	-552.136	201.328
647	10.76667	537.007	-709.449	252.900	621.903	-658.214	244.871	528.482	-439.366	234.822	504.604	-482.986	241.615	496.507	-34.263	140.662	497.885	-436.007	222.906	751.134	127.900	113.515	463.220	-245.312	97.917	723.516	133.559	112.289	718.230	127.382	169.430	482.792	-585.820	231.604	nan	nan	nan	605.636	-539.875	201.252
648	10.78333	536.594	-694.589	257.298	620.299	-645.791	247.687	524.134	-426.059	229.636	501.173	-469.220	237.711	496.410	-30.288	135.498	494.148	-423.035	217.299	754.359	126.346	113.881	459.735	-237.553	85.394	726.861	132.386	112.600	721.273	126.224	169.719	480.929	-572.661	231.101	nan	nan	nan	604.802	-525.222	201.233
649	10.80000	536.946	-676.850	260.109	619.289	-629.221	250.262	519.938	-411.716	223.773	497.357	-454.829	232.853	496.553	-25.831	130.357	490.088	-409.435	210.816	757.706	124.660	114.294	456.318	-229.037	73.794	730.308	131.130	112.867	724.425	125.013	169.997	478.893	-558.825	229.135	475.569	-549.084	196.095	603.691	-509.501	200.859
650	10.81667	535.174	-661.393	261.257	617.315	-612.272	251.605	515.621	-396.900	217.146	493.368	-439.976	227.161	496.856	-20.977	125.212	485.981	-395.405	203.595	761.106	122.796	114.649	452.967	-219.197	60.676	733.762	129.742	113.151	727.652	123.705	170.281	475.957	-543.867	226.233	474.877	-538.222	191.925	601.080	-494.253	198.758
651	10.83333	532.274	-645.130	261.113	614.218	-595.303	251.581	511.419	-381.848	209.801	489.341	-424.782	220.732	497.191	-15.853	120.109	481.984	-380.927	195.853	764.434	120.779	115.031	449.793	-208.808	48.510	737.264	128.190	113.433	730.842	122.259	170.555	472.837	-528.792	222.380	472.027	-524.272	188.198	596.335	-479.785	194.748
652	10.85000	528.629	-628.528	259.892	610.475	-578.457	250.035	507.377	-366.592	201.705	485.257	-409.322	213.611	497.658	-10.343	114.991	478.052	-366.184	187.408	767.801	118.646	115.397	446.919	-197.757	36.651	740.797	126.497	113.707	734.053	120.711	170.818	469.138	-513.199	217.862	468.702	-509.750	183.715	592.893	-464.473	190.106
