NO_OF_FRAMES	2237
NO_OF_CAMERAS	7
NO_OF_MARKERS	13
FREQUENCY	60
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-11-12, 11:33:37	5222.67107833
DATA_INCLUDED	3D
MARKER_NAMES	Box back	Box left	Middle	Index	Thumb	Hand top	Hand left	Hand right	Elbow	Shoulder	Back top	Back right	Back left
Frame	Time	Box back X	Box back Y	Box back Z	Box left X	Box left Y	Box left Z	Middle X	Middle Y	Middle Z	Index X	Index Y	Index Z	Thumb X	Thumb Y	Thumb Z	Hand top X	Hand top Y	Hand top Z	Hand left X	Hand left Y	Hand left Z	Hand right X	Hand right Y	Hand right Z	Elbow X	Elbow Y	Elbow Z	Shoulder X	Shoulder Y	Shoulder Z	Back top X	Back top Y	Back top Z	Back right X	Back right Y	Back right Z	Back left X	Back left Y	Back left Z	
1561	26.00000	522.082	-777.085	192.650	612.708	-741.296	189.492	416.385	-298.810	-170.963	426.429	-297.296	-152.185	499.230	-258.935	-161.753	418.230	-190.058	-159.112	445.561	-151.434	-172.337	418.581	-150.182	-190.596	443.630	92.337	-175.808	457.162	77.759	90.873	688.039	148.813	174.995	698.181	157.225	119.036	725.684	151.142	122.519
1562	26.01667	522.170	-777.025	192.665	612.729	-741.278	189.483	422.275	-312.133	-140.026	432.563	-308.979	-121.752	505.548	-269.145	-134.564	422.035	-202.595	-136.137	448.233	-164.351	-152.348	420.976	-165.037	-170.245	439.216	78.922	-174.885	456.817	74.472	91.410	687.830	149.654	174.940	697.902	158.103	118.970	725.289	152.122	122.417
1563	26.03333	522.055	-777.134	192.641	612.734	-741.266	189.491	428.333	-324.508	-108.953	438.802	-319.901	-91.570	512.343	-278.493	-107.291	425.594	-214.388	-112.788	451.088	-177.044	-131.759	423.625	-179.593	-149.295	434.617	64.034	-173.142	456.127	70.783	92.310	687.505	150.561	174.901	697.790	158.963	118.971	725.173	153.131	122.349
1564	26.05000	522.116	-777.089	192.644	612.715	-741.304	189.458	432.909	-335.357	-77.408	443.438	-329.514	-60.901	520.076	-287.558	-79.535	430.018	-226.313	-89.096	454.054	-189.588	-110.846	426.790	-193.948	-127.806	430.032	47.775	-170.302	455.919	66.843	93.363	687.537	151.485	174.901	697.332	160.068	118.892	724.921	154.262	122.283
1565	26.06667	522.128	-777.050	192.648	612.717	-741.309	189.423	438.966	-346.277	-47.248	449.461	-339.162	-31.374	526.565	-294.625	-53.096	434.784	-238.711	-66.181	457.067	-201.843	-89.643	428.791	-207.259	-105.499	425.795	30.245	-166.508	455.763	62.733	94.707	687.314	152.520	174.801	697.122	161.089	118.782	724.773	155.397	122.101
1566	26.08333	522.131	-777.010	192.670	612.737	-741.281	189.425	444.768	-356.519	-17.506	455.326	-348.245	-2.362	533.854	-301.697	-27.474	439.311	-250.252	-42.986	460.283	-213.840	-68.311	431.950	-220.743	-83.505	422.977	11.076	-161.576	455.981	58.675	96.232	687.331	153.637	174.635	697.177	162.113	118.674	724.620	156.555	121.849
1567	26.10000	522.112	-777.053	192.642	612.726	-741.295	189.429	450.181	-366.036	11.714	461.046	-356.851	25.797	541.149	-308.756	-3.227	443.981	-261.445	-20.001	463.034	-225.592	-46.391	436.444	-234.166	-62.142	419.410	-7.822	-155.439	455.970	54.725	98.215	687.415	154.720	174.493	697.063	163.133	118.452	724.545	157.651	121.600
1568	26.11667	522.096	-777.093	192.634	612.731	-741.283	189.447	455.369	-375.057	39.987	466.697	-365.193	52.951	548.258	-315.824	19.900	448.769	-272.627	2.671	467.204	-236.925	-25.841	439.772	-246.842	-40.386	416.261	-27.115	-148.124	456.095	50.733	100.383	687.459	155.881	174.383	696.884	164.218	118.318	724.419	158.856	121.411
1569	26.13333	522.021	-777.197	192.586	612.730	-741.296	189.423	460.188	-383.737	67.172	471.736	-373.146	79.261	555.266	-322.823	42.113	453.422	-283.521	24.670	471.047	-248.532	-5.554	443.223	-258.978	-18.835	413.452	-46.435	-139.634	456.321	46.519	102.797	687.604	156.961	174.319	696.698	165.329	118.181	724.252	160.113	121.205
1570	26.15000	522.176	-776.938	192.681	612.727	-741.286	189.411	464.889	-392.240	93.119	476.672	-381.035	104.289	561.886	-329.789	63.305	457.987	-294.140	46.139	474.578	-259.619	14.829	446.672	-270.827	2.181	411.260	-65.526	-130.059	456.583	42.046	105.570	687.482	158.061	174.198	696.422	166.480	118.026	723.986	161.391	120.969
1571	26.16667	522.128	-777.071	192.641	612.736	-741.292	189.395	469.311	-400.385	117.858	481.413	-388.740	128.246	568.187	-336.873	83.745	462.494	-304.545	66.885	478.181	-270.540	34.547	450.257	-282.272	22.668	409.708	-84.163	-119.438	456.867	37.406	108.735	687.326	159.211	174.014	696.073	167.568	117.858	723.656	162.617	120.696
1572	26.18333	522.164	-777.021	192.642	612.724	-741.311	189.374	473.330	-408.990	140.894	485.750	-397.081	150.445	574.168	-344.373	103.071	466.929	-314.929	86.854	481.907	-281.276	53.822	453.878	-293.365	42.504	408.548	-102.151	-107.866	457.345	32.744	112.257	687.073	160.342	173.854	695.593	168.631	117.651	723.246	163.854	120.436
1573	26.20000	522.157	-777.019	192.646	612.766	-741.271	189.360	476.970	-418.417	162.058	490.087	-406.785	170.495	580.179	-352.422	121.161	471.449	-325.666	105.979	485.724	-292.007	72.570	457.544	-304.324	61.744	407.953	-119.263	-95.516	457.973	28.125	116.089	686.771	161.425	173.721	694.991	169.721	117.493	722.662	165.146	120.161
1574	26.21667	522.094	-777.112	192.624	612.749	-741.276	189.369	480.810	-428.551	181.453	494.192	-417.357	189.122	586.104	-361.374	137.694	476.056	-336.701	124.166	489.557	-302.683	90.747	461.190	-315.086	80.344	408.075	-135.361	-82.711	458.691	23.587	120.226	686.371	162.520	173.582	694.296	170.762	117.300	722.036	166.410	119.884
1575	26.23333	522.093	-777.110	192.632	612.757	-741.277	189.352	484.902	-439.376	199.079	498.667	-428.331	206.255	592.181	-371.240	152.571	480.805	-347.700	141.473	493.542	-313.274	108.164	464.985	-325.501	98.279	408.453	-150.354	-69.498	459.509	19.155	124.581	685.867	163.528	173.452	693.548	171.742	117.091	721.335	167.602	119.571
1576	26.25000	522.067	-777.114	192.601	612.759	-741.272	189.338	489.353	-450.487	215.265	503.340	-439.806	221.976	598.178	-381.867	165.861	485.705	-358.393	157.899	497.784	-323.571	124.714	468.842	-335.447	115.499	409.401	-164.255	-56.121	460.477	14.882	129.035	685.378	164.500	173.271	692.707	172.646	116.922	720.558	168.755	119.272
1577	26.26667	522.196	-776.942	192.694	612.767	-741.287	189.335	495.175	-462.382	228.709	509.449	-452.154	235.026	603.983	-392.991	178.222	490.574	-368.960	173.403	502.045	-333.549	140.509	472.776	-344.987	131.877	410.996	-176.982	-42.779	461.497	10.852	133.607	684.856	165.404	173.139	691.872	173.542	116.706	719.727	169.872	118.978
1578	26.28333	522.177	-776.967	192.680	612.765	-741.267	189.316	498.687	-476.214	241.052	513.004	-465.616	247.366	609.249	-404.558	189.958	495.181	-379.614	187.893	506.394	-343.532	155.590	476.701	-354.406	147.287	412.832	-188.655	-29.374	462.631	7.070	138.125	684.242	166.244	173.001	690.972	174.301	116.539	718.872	170.915	118.678
1579	26.30000	522.897	-775.893	193.117	612.759	-741.287	189.327	501.180	-489.914	251.604	515.372	-479.071	258.445	613.922	-416.135	201.358	499.178	-390.804	201.143	510.331	-353.676	170.052	480.464	-363.988	161.744	415.198	-199.257	-16.146	463.958	3.661	142.594	683.629	167.039	172.906	690.010	175.070	116.362	717.937	171.889	118.403
1580	26.31667	522.187	-776.950	192.703	612.790	-741.275	189.300	503.275	-503.720	259.964	517.167	-492.827	267.564	618.208	-427.642	212.429	502.821	-402.311	213.219	513.968	-363.912	183.627	484.039	-373.675	175.100	418.047	-208.853	-3.161	465.388	0.425	147.173	682.994	167.785	172.753	689.082	175.772	116.235	717.019	172.827	118.120
1581	26.33333	522.073	-777.132	192.615	612.781	-741.237	189.297	504.661	-517.045	267.312	518.715	-506.639	275.232	622.070	-440.413	221.615	506.606	-413.544	224.268	517.984	-374.155	196.085	487.705	-383.085	187.633	421.059	-217.534	9.610	466.942	-2.593	151.637	682.407	168.470	172.614	688.124	176.421	116.071	716.149	173.740	117.837
1582	26.35000	522.254	-776.854	192.719	612.789	-741.263	189.279	505.830	-528.334	273.004	520.008	-519.334	281.638	625.797	-454.231	228.420	510.436	-424.712	234.315	522.084	-384.454	207.401	491.403	-392.317	199.409	424.621	-225.342	22.064	468.661	-5.453	156.029	681.763	169.148	172.508	687.214	177.018	115.905	715.252	174.565	117.563
1583	26.36667	522.086	-777.069	192.651	612.641	-741.265	188.796	507.300	-540.895	277.191	521.061	-533.146	286.475	629.052	-468.247	233.717	513.953	-436.050	243.342	526.270	-395.509	217.751	495.230	-402.236	210.176	428.353	-232.293	34.348	470.521	-8.172	160.362	681.190	169.781	172.410	686.296	177.603	115.782	714.355	175.383	117.292
1584	26.38333	522.030	-777.150	192.615	612.617	-741.311	188.760	507.499	-551.474	280.406	521.206	-546.868	289.289	631.614	-481.593	238.826	516.793	-447.669	251.013	529.619	-406.085	227.326	498.378	-411.814	219.820	432.620	-238.582	46.183	472.485	-10.824	164.621	680.611	170.346	172.341	685.397	178.137	115.647	713.509	176.124	117.048
1585	26.40000	521.181	-778.254	192.666	612.646	-741.286	188.776	506.739	-570.625	278.422	520.786	-561.456	289.379	633.552	-494.148	244.174	518.906	-459.227	257.433	532.374	-416.595	236.122	501.069	-421.445	228.243	436.958	-244.221	57.530	474.517	-13.331	168.733	680.025	170.849	172.267	684.506	178.596	115.566	712.626	176.823	116.844
1586	26.41667	521.438	-777.943	192.796	612.619	-741.331	188.728	505.782	-582.675	278.217	519.608	-574.047	289.030	634.989	-506.562	247.921	521.249	-470.191	263.005	535.032	-426.733	243.722	503.605	-430.622	235.804	441.627	-249.343	68.180	476.643	-15.710	172.619	679.356	171.263	172.236	683.550	178.949	115.521	711.731	177.433	116.714
1587	26.43333	521.326	-778.086	192.745	612.618	-741.328	188.722	504.201	-593.552	278.188	517.241	-585.427	288.439	636.072	-519.147	249.153	523.250	-480.296	267.787	537.886	-436.305	250.285	506.226	-439.044	242.765	446.533	-253.895	78.126	478.774	-18.084	176.416	678.743	171.554	172.200	682.674	179.275	115.515	710.793	177.995	116.551
1588	26.45000	521.069	-778.384	192.614	612.641	-741.323	188.701	502.201	-602.739	277.730	515.643	-595.376	288.261	636.566	-531.418	248.814	525.039	-489.794	271.736	540.586	-445.467	255.999	508.723	-447.002	249.043	451.484	-257.843	87.624	480.964	-20.301	179.937	678.109	171.806	172.209	681.691	179.485	115.487	709.876	178.492	116.402
1589	26.46667	521.651	-777.719	192.896	612.637	-741.318	188.684	499.873	-611.556	276.035	513.485	-604.830	286.624	636.626	-542.779	248.148	526.279	-498.939	274.805	542.828	-454.283	261.004	510.888	-454.727	254.251	456.402	-261.251	96.824	483.189	-22.467	183.289	677.474	171.966	172.266	680.764	179.661	115.523	708.935	178.874	116.288
1590	26.48333	521.477	-777.887	192.832	612.637	-741.315	188.679	497.637	-619.947	272.726	513.032	-616.759	284.405	636.651	-552.663	247.432	527.081	-507.722	276.848	544.516	-462.862	265.262	512.650	-462.358	258.358	461.112	-264.192	105.607	485.042	-24.444	186.887	676.874	172.022	172.321	679.857	179.764	115.583	708.029	179.219	116.233
1591	26.50000	521.566	-777.822	192.873	612.647	-741.303	188.676	495.279	-627.237	267.628	510.764	-624.754	280.050	636.397	-561.967	245.676	527.681	-515.960	277.967	545.940	-470.804	268.947	514.138	-469.413	261.849	465.813	-266.850	113.722	487.106	-26.365	189.893	676.343	172.062	172.376	679.014	179.823	115.681	707.201	179.454	116.166
1592	26.51667	524.029	-775.361	193.719	612.638	-741.299	188.666	492.981	-633.494	262.466	508.784	-631.402	274.428	636.305	-569.781	243.232	528.201	-523.474	278.331	547.144	-478.242	271.883	515.477	-475.949	264.656	470.370	-269.267	121.173	489.073	-28.178	192.673	675.790	172.052	172.426	678.223	179.785	115.682	706.385	179.641	116.065
1593	26.53333	523.731	-775.601	193.447	612.666	-741.297	188.644	490.738	-638.603	257.616	506.711	-637.327	269.458	635.926	-576.800	240.100	528.591	-530.236	278.349	548.594	-485.081	274.212	517.124	-481.905	267.117	474.698	-271.309	128.100	491.096	-29.855	195.163	675.280	171.996	172.459	677.446	179.754	115.731	705.627	179.812	115.987
1594	26.55000	523.244	-775.982	193.168	612.647	-741.306	188.620	488.095	-642.916	252.474	504.305	-642.320	264.468	635.166	-583.072	236.114	529.107	-536.001	277.997	549.511	-491.354	275.973	518.130	-487.277	269.003	479.010	-272.999	134.740	492.959	-31.434	197.567	674.776	171.865	172.461	676.632	179.579	115.676	704.816	179.967	115.874
1595	26.56667	522.184	-776.990	192.698	612.652	-741.292	188.634	485.591	-646.569	245.893	501.742	-646.455	259.135	634.017	-588.486	232.126	528.446	-541.374	277.111	549.956	-497.095	277.374	518.601	-492.112	270.443	483.176	-274.377	140.806	494.844	-32.935	199.796	674.294	171.719	172.457	675.940	179.394	115.672	704.089	180.040	115.791
1596	26.58333	522.073	-777.140	192.625	612.663	-741.311	188.608	481.805	-646.712	242.437	498.489	-648.223	254.914	632.444	-593.275	228.870	527.218	-546.236	276.146	549.914	-502.131	278.415	518.680	-496.290	271.470	487.319	-275.540	146.133	496.731	-34.331	201.842	673.860	171.563	172.490	675.352	179.405	115.838	703.422	179.957	115.719
1597	26.60000	522.085	-777.054	192.647	612.596	-741.763	189.200	478.381	-648.548	237.884	495.179	-650.641	250.308	630.461	-597.395	225.438	526.096	-550.022	275.244	549.373	-506.510	279.117	518.467	-499.869	272.322	491.383	-276.525	150.646	498.570	-35.657	203.675	673.410	171.363	172.552	674.718	179.253	115.945	702.807	179.953	115.672
1598	26.61667	522.079	-777.069	192.642	612.593	-741.725	189.149	474.821	-649.249	234.258	491.822	-652.167	246.792	628.214	-600.957	222.228	524.758	-553.133	274.283	548.780	-510.332	279.516	518.087	-502.898	272.824	495.269	-277.328	154.494	500.285	-36.949	205.313	673.034	171.173	172.593	674.137	179.094	115.993	702.189	179.926	115.631
1599	26.63333	522.198	-776.902	192.714	612.641	-741.351	188.548	471.392	-650.109	230.264	488.602	-653.563	243.098	626.156	-603.836	219.414	523.671	-555.520	273.266	547.858	-513.685	279.612	517.326	-505.516	272.982	498.893	-278.031	157.753	501.880	-38.164	206.667	672.711	170.974	172.620	673.675	178.917	116.031	701.657	179.919	115.590
1600	26.65000	522.223	-776.909	192.714	612.657	-741.309	188.546	468.373	-650.345	224.603	485.592	-654.739	238.438	623.877	-606.324	216.081	521.510	-558.707	271.369	547.211	-516.385	279.328	516.450	-507.873	272.666	502.061	-278.648	160.497	503.244	-39.296	207.764	672.426	170.777	172.637	673.206	178.697	116.015	701.206	179.914	115.569
1601	26.66667	522.194	-776.948	192.711	612.674	-741.284	188.546	466.160	-650.775	218.938	483.372	-655.611	233.804	622.387	-607.900	213.006	520.017	-560.920	269.455	546.037	-519.050	278.830	515.470	-510.031	272.060	504.879	-279.239	162.737	504.427	-40.321	208.500	672.177	170.578	172.625	672.850	178.513	116.043	700.786	179.848	115.490
1602	26.68333	522.033	-777.159	192.616	612.664	-741.292	188.527	465.518	-652.794	211.021	482.099	-658.264	228.166	621.630	-608.852	210.301	518.593	-562.797	267.200	544.805	-521.441	278.051	514.486	-512.004	271.090	507.126	-279.816	164.349	505.435	-41.282	209.115	672.011	170.374	172.598	672.546	178.325	116.045	700.492	179.814	115.442
1603	26.70000	521.875	-777.302	192.560	612.626	-741.221	188.627	464.722	-652.728	205.954	481.010	-658.807	223.778	621.585	-609.692	209.597	517.168	-564.342	264.774	543.142	-523.563	277.022	513.381	-513.569	269.844	509.166	-280.360	165.383	506.402	-42.087	209.535	671.894	170.173	172.559	672.320	178.122	116.010	700.269	179.762	115.382
1604	26.71667	522.203	-776.837	192.780	612.629	-741.222	188.577	464.980	-652.987	201.047	480.725	-659.369	220.531	621.746	-610.358	209.217	516.091	-565.550	263.013	541.882	-524.956	276.303	512.343	-514.808	268.420	510.772	-280.874	165.799	507.201	-42.831	209.804	671.878	169.977	172.504	672.216	177.924	115.950	700.147	179.696	115.327
1605	26.73333	522.128	-776.965	192.703	612.636	-741.205	188.557	465.884	-652.877	196.796	480.981	-660.090	217.616	622.093	-610.679	208.660	515.555	-566.505	261.509	541.055	-526.036	275.624	511.678	-515.839	267.301	511.944	-281.334	165.852	507.839	-43.427	209.930	671.953	169.799	172.437	672.209	177.738	115.877	700.128	179.610	115.244
1606	26.75000	522.085	-777.020	192.678	612.627	-741.206	188.552	467.148	-653.014	193.001	481.720	-660.627	215.105	622.853	-610.681	207.776	515.606	-567.233	260.750	540.758	-527.009	275.122	511.430	-516.661	266.332	512.876	-281.761	165.770	508.380	-43.965	209.937	672.096	169.618	172.359	672.307	177.525	115.809	700.212	179.496	115.184
1607	26.76667	522.174	-776.907	192.726	612.809	-741.165	189.028	468.306	-653.212	190.254	482.473	-661.159	213.304	623.839	-610.325	206.672	515.465	-568.107	259.058	540.654	-527.625	274.174	511.463	-517.337	265.332	513.475	-282.066	165.660	508.795	-44.369	209.862	672.304	169.434	172.288	672.501	177.313	115.740	700.396	179.346	115.119
1608	26.78333	522.062	-777.033	192.666	612.819	-741.109	189.038	468.924	-653.174	188.452	483.000	-661.526	212.120	624.746	-610.075	205.238	515.923	-568.553	257.962	541.119	-528.189	273.279	511.941	-517.851	264.526	513.956	-282.288	165.459	509.146	-44.658	209.750	672.562	169.248	172.223	672.757	177.098	115.687	700.667	179.175	115.036
1609	26.80000	522.171	-776.909	192.723	612.806	-741.144	189.019	469.573	-652.594	186.598	483.432	-661.814	211.333	625.482	-610.021	203.937	516.558	-568.884	257.186	541.847	-528.548	272.482	512.619	-518.180	263.831	514.431	-282.428	165.211	509.549	-44.875	209.607	672.890	169.077	172.166	673.066	176.908	115.621	700.982	178.975	115.000
