NO_OF_FRAMES	2308
NO_OF_CAMERAS	7
NO_OF_MARKERS	13
FREQUENCY	60
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-11-12, 11:26:18	4784.01216723
DATA_INCLUDED	3D
MARKER_NAMES	Box back	Box left	Hand left	Hand top	Shoulder	Hand right	Back left	Elbow	Back right	Back top	Index	Middle	Thumb
Frame	Time	Box back X	Box back Y	Box back Z	Box left X	Box left Y	Box left Z	Hand left X	Hand left Y	Hand left Z	Hand top X	Hand top Y	Hand top Z	Shoulder X	Shoulder Y	Shoulder Z	Hand right X	Hand right Y	Hand right Z	Back left X	Back left Y	Back left Z	Elbow X	Elbow Y	Elbow Z	Back right X	Back right Y	Back right Z	Back top X	Back top Y	Back top Z	Index X	Index Y	Index Z	Middle X	Middle Y	Middle Z	Thumb X	Thumb Y	Thumb Z	
989	16.46667	529.989	-782.363	192.551	619.771	-745.114	190.858	444.020	16.974	-399.835	423.242	20.760	-445.084	487.381	86.937	60.145	436.934	46.726	-401.020	749.304	116.003	126.399	464.624	94.973	-174.013	722.912	124.950	122.245	710.145	117.710	178.120	464.703	0.529	-548.360	488.601	26.043	-541.683	497.655	-18.263	-502.412
990	16.48333	530.118	-782.196	192.640	619.746	-745.119	190.869	444.746	13.584	-397.787	423.786	16.390	-442.921	487.594	87.161	60.267	438.024	43.310	-399.812	748.965	116.017	126.249	465.259	96.423	-173.982	722.506	124.838	122.095	709.813	117.657	177.997	467.147	-6.202	-545.004	490.749	18.390	-538.384	497.411	-24.231	-499.692
991	16.50000	530.220	-782.052	192.669	619.766	-745.138	190.867	445.729	9.430	-395.238	424.484	11.030	-440.278	487.777	87.350	60.410	439.330	39.109	-398.205	748.644	116.078	126.139	465.798	97.867	-173.871	722.135	124.776	121.940	709.484	117.617	177.853	468.903	-14.522	-541.282	492.615	9.656	-534.818	497.656	-31.450	-496.173
992	16.51667	530.108	-782.205	192.637	619.753	-745.147	190.860	446.947	4.371	-391.900	425.271	4.413	-436.729	487.843	87.654	60.742	440.852	33.900	-396.115	748.277	116.130	125.963	466.353	99.435	-173.655	721.783	124.751	121.822	709.144	117.588	177.710	470.142	-24.800	-536.381	nan	nan	nan	497.999	-40.212	-491.619
993	16.53333	530.155	-782.133	192.660	619.766	-745.110	190.872	448.185	-1.840	-387.548	426.194	-3.626	-432.157	487.928	87.973	61.064	442.280	27.484	-393.185	747.949	116.262	125.842	467.002	101.015	-173.324	721.406	124.746	121.676	708.837	117.625	177.604	471.340	-37.111	-530.111	nan	nan	nan	498.257	-50.636	-485.719
994	16.55000	530.030	-782.326	192.577	619.765	-745.112	190.860	449.677	-9.247	-382.071	427.143	-13.135	-426.325	487.991	88.306	61.439	443.832	19.830	-389.391	747.578	116.398	125.717	467.609	102.326	-172.858	720.973	124.763	121.562	708.454	117.652	177.481	472.452	-50.848	-522.446	nan	nan	nan	498.728	-62.434	-478.472
995	16.56667	530.045	-782.334	192.554	619.746	-745.131	190.845	451.159	-17.804	-375.616	428.231	-23.990	-419.294	488.053	88.637	61.898	445.150	10.850	-384.436	747.193	116.639	125.626	468.215	103.063	-172.124	720.540	124.832	121.440	708.045	117.729	177.363	474.188	-67.154	-509.990	nan	nan	nan	499.844	-75.312	-469.737
996	16.58333	530.151	-782.160	192.635	619.762	-745.118	190.852	452.586	-27.538	-367.802	429.624	-36.726	-409.113	488.064	88.822	62.332	445.848	1.195	-379.448	746.739	116.959	125.497	468.745	103.356	-171.141	720.051	124.973	121.307	707.604	117.823	177.236	nan	nan	nan	nan	nan	nan	501.237	-89.419	-459.370
997	16.60000	530.142	-782.165	192.617	619.760	-745.092	190.862	453.950	-38.409	-358.626	430.584	-50.219	-399.149	487.866	88.877	62.955	446.736	-10.413	-371.940	746.308	117.335	125.365	469.148	103.147	-169.902	719.546	125.158	121.184	707.230	117.974	177.134	nan	nan	nan	nan	nan	nan	502.452	-105.167	-446.609
998	16.61667	529.998	-782.325	192.559	619.758	-745.117	190.858	455.562	-50.625	-346.673	431.421	-65.160	-387.017	487.631	88.570	63.467	447.023	-23.074	-363.925	745.957	117.709	125.223	469.275	102.204	-168.385	719.122	125.391	121.059	706.874	118.198	177.040	nan	nan	nan	nan	nan	nan	502.700	-119.564	-438.970
999	16.63333	529.986	-782.343	192.562	619.772	-745.079	190.888	457.828	-63.853	-333.768	432.245	-80.950	-373.088	487.287	87.918	63.992	448.116	-36.975	-353.829	745.571	118.233	125.138	468.852	100.318	-166.750	718.734	125.683	120.977	706.552	118.483	176.958	nan	nan	nan	nan	nan	nan	502.325	-133.825	-433.469
1000	16.65000	530.705	-781.334	192.958	619.737	-745.157	190.857	458.956	-77.881	-319.910	432.683	-97.560	-358.691	486.756	86.919	64.472	449.477	-53.453	-339.118	745.254	118.785	124.974	468.160	96.998	-164.816	718.357	126.104	120.852	706.288	118.851	176.852	nan	nan	nan	nan	nan	nan	501.675	-149.161	-427.124
1001	16.66667	530.197	-782.079	192.700	619.772	-745.104	190.860	458.428	-92.335	-305.840	433.495	-115.804	-341.305	486.273	85.515	64.721	450.055	-70.240	-325.497	744.804	119.028	124.705	467.087	92.441	-162.855	717.852	126.312	120.707	706.123	119.265	176.760	472.689	-185.671	-409.009	nan	nan	nan	501.095	-166.785	-416.954
1002	16.68333	530.151	-782.146	192.651	619.759	-745.096	190.865	460.365	-108.541	-288.818	434.306	-135.335	-321.143	485.674	83.728	64.830	450.336	-88.361	-309.962	744.613	119.758	124.567	465.566	86.453	-160.933	717.634	126.792	120.580	706.060	119.750	176.677	483.727	-210.335	-390.770	500.931	-187.911	-399.977	512.239	-200.013	-352.545
1003	16.70000	530.179	-782.146	192.650	619.753	-745.122	190.838	461.500	-124.861	-269.150	434.663	-155.226	-297.666	484.989	81.446	64.649	450.307	-106.459	-292.251	744.527	120.518	124.344	464.253	78.353	-158.812	717.493	127.407	120.421	706.090	120.338	176.530	485.522	-235.564	-361.897	501.530	-213.751	-373.210	512.256	-221.964	-325.775
1004	16.71667	529.962	-782.425	192.530	619.754	-745.088	190.868	462.764	-142.725	-248.529	435.776	-175.561	-272.537	484.290	78.629	64.254	450.286	-126.583	-272.657	744.766	121.719	124.161	461.985	69.077	-156.527	717.649	128.464	120.263	706.215	121.060	176.383	484.446	-262.197	-331.843	502.115	-239.783	-343.671	514.009	-243.296	-296.317
1005	16.73333	530.169	-782.053	192.691	619.764	-745.109	190.863	463.565	-160.135	-225.799	437.574	-195.582	-245.427	483.645	75.058	63.643	449.857	-146.363	-251.714	744.796	122.702	123.862	459.445	58.289	-153.788	717.649	129.310	120.041	706.444	121.895	176.157	486.482	-286.472	-297.565	503.021	-265.278	-311.815	516.438	-264.541	-264.557
1006	16.75000	530.102	-782.184	192.657	619.768	-745.085	190.875	464.422	-177.240	-201.412	438.879	-215.198	-217.105	483.052	70.850	63.012	450.274	-166.755	-228.541	744.864	123.850	123.559	456.649	46.196	-150.830	717.742	130.284	119.834	706.719	122.814	175.983	488.401	-309.533	-261.141	504.130	-289.748	-277.293	518.950	-284.241	-230.113
1007	16.76667	530.121	-782.160	192.634	619.786	-745.103	190.869	464.654	-192.735	-174.609	440.481	-233.645	-186.531	481.874	66.009	62.749	450.822	-186.243	-203.084	745.044	125.068	123.237	453.715	32.647	-147.583	717.789	131.436	119.588	707.025	123.832	175.774	490.855	-330.843	-221.865	505.730	-312.768	-240.132	521.394	-302.342	-193.942
1008	16.78333	530.166	-782.154	192.651	619.780	-745.088	190.862	466.427	-208.408	-147.597	442.494	-250.563	-154.145	480.309	60.337	62.965	452.194	-205.579	-176.534	745.083	126.435	122.860	450.858	17.572	-143.548	717.952	132.603	119.376	707.391	124.923	175.564	493.972	-349.786	-180.047	507.171	-333.949	-200.203	524.127	-318.479	-156.337
1009	16.80000	530.139	-782.162	192.627	619.762	-745.083	190.865	468.483	-222.653	-119.455	444.059	-265.404	-120.927	480.240	54.274	62.683	452.147	-222.559	-147.686	745.442	127.787	122.582	448.133	1.258	-138.331	718.111	133.839	119.112	707.816	126.104	175.371	499.061	-365.433	-135.473	510.037	-353.012	-157.328	526.972	-332.413	-117.540
1010	16.81667	530.179	-782.103	192.663	619.757	-745.128	190.862	471.473	-235.765	-91.502	446.566	-278.185	-87.005	481.403	47.732	62.445	454.671	-239.245	-119.193	745.598	129.229	122.203	445.502	-15.979	-131.883	718.251	135.153	118.899	708.054	127.319	175.123	502.567	-378.878	-90.792	511.740	-369.118	-114.847	529.873	-343.982	-77.939
1011	16.83333	530.701	-781.321	192.945	619.756	-745.123	190.865	474.087	-247.544	-63.540	449.364	-289.121	-53.534	481.682	40.981	63.231	456.331	-253.958	-90.042	745.810	130.746	121.888	443.089	-33.914	-124.257	718.388	136.487	118.674	708.490	128.541	174.957	504.790	-389.841	-48.818	511.906	-383.386	-73.912	533.200	-353.153	-39.503
1012	16.85000	529.984	-782.400	192.545	619.762	-745.123	190.861	476.817	-258.215	-36.201	452.488	-298.511	-21.150	482.089	34.274	64.657	458.164	-267.266	-61.275	746.039	132.257	121.532	440.958	-52.380	-115.482	718.566	137.879	118.478	708.970	129.848	174.788	508.354	-398.197	-8.103	514.577	-394.309	-33.752	537.145	-360.628	-3.071
1013	16.86667	530.188	-782.071	192.675	619.770	-745.101	190.851	479.606	-268.123	-9.919	456.061	-306.982	9.603	482.632	27.569	66.653	460.174	-279.519	-33.448	746.295	133.863	121.229	439.188	-70.927	-105.594	718.810	139.287	118.270	709.613	131.180	174.478	512.148	-404.642	30.351	518.311	-403.055	4.576	541.356	-366.776	31.151
1014	16.88333	530.007	-782.336	192.548	619.739	-745.159	190.826	482.433	-277.395	15.267	459.470	-314.330	38.935	483.239	20.989	69.170	462.240	-290.757	-6.538	746.609	135.391	120.919	437.938	-89.311	-94.477	719.060	140.703	118.127	710.120	132.444	174.294	516.148	-409.860	66.219	521.541	-410.482	40.623	545.677	-372.017	63.298
1015	16.90000	530.045	-782.271	192.587	619.767	-745.115	190.864	485.391	-286.292	39.227	462.877	-320.845	66.504	483.787	14.570	72.277	464.472	-301.165	19.178	746.835	136.913	120.627	437.122	-107.168	-82.362	719.224	142.035	117.923	710.572	133.703	174.176	519.383	-414.640	99.310	522.322	-418.167	73.500	549.816	-376.804	93.315
1016	16.91667	529.992	-782.378	192.548	619.775	-745.102	190.875	488.758	-294.966	61.863	466.452	-326.856	92.362	484.319	8.470	75.914	466.952	-310.865	43.637	746.956	138.371	120.329	436.717	-124.480	-69.372	719.319	143.346	117.783	710.892	134.961	174.048	522.408	-419.124	130.075	523.335	-424.993	104.414	553.552	-381.721	121.180
1017	16.93333	530.019	-782.316	192.577	619.782	-745.062	190.891	492.244	-303.866	83.241	470.154	-333.134	116.418	485.025	2.489	79.997	469.548	-320.376	66.750	746.918	139.851	120.085	436.759	-141.136	-55.478	719.249	144.595	117.599	711.126	136.108	173.907	524.912	-424.221	158.119	525.096	-431.661	133.091	557.214	-387.484	146.652
1018	16.95000	530.166	-782.054	192.672	619.774	-745.096	190.878	495.582	-313.427	103.561	473.809	-340.641	138.641	485.793	-3.227	84.597	472.024	-330.139	88.465	746.866	141.278	119.815	437.344	-156.784	-40.915	719.122	145.834	117.438	711.342	137.216	173.777	527.383	-430.812	183.306	526.769	-439.491	158.891	561.181	-394.614	169.368
1019	16.96667	530.157	-782.114	192.648	619.751	-745.135	190.848	498.643	-323.870	122.997	477.381	-349.888	159.313	486.707	-8.650	89.564	474.297	-340.330	109.023	746.773	142.650	119.553	438.515	-171.276	-25.857	719.036	147.025	117.290	711.478	138.292	173.652	529.489	-439.757	205.122	528.084	-449.286	181.344	565.351	-403.829	189.565
1020	16.98333	530.071	-782.255	192.581	619.753	-745.134	190.850	501.792	-335.037	141.755	481.035	-360.830	178.542	487.665	-13.775	94.907	476.654	-350.847	128.461	746.675	143.952	119.286	440.100	-184.649	-10.474	718.882	148.154	117.171	711.637	139.268	173.684	530.690	-452.097	223.549	528.581	-462.274	200.133	569.645	-415.535	206.961
1021	17.00000	530.047	-782.324	192.581	619.754	-745.128	190.843	504.982	-346.848	159.654	484.720	-373.270	196.326	488.728	-18.488	100.578	478.973	-361.672	146.770	746.544	145.237	119.031	442.087	-196.861	4.957	718.722	149.222	116.979	711.753	140.290	173.530	531.435	-467.152	239.314	528.737	-477.015	216.205	574.023	-429.681	221.486
1022	17.01667	530.041	-782.278	192.587	619.762	-745.123	190.849	508.188	-359.074	176.429	488.452	-386.607	212.589	489.789	-22.817	106.479	481.497	-372.752	163.797	746.420	146.441	118.794	444.322	-208.028	20.339	718.580	150.269	116.868	711.903	141.197	173.428	532.297	-482.959	252.711	528.577	-493.016	230.130	578.383	-445.129	233.504
1023	17.03333	530.158	-782.157	192.660	619.765	-745.112	190.876	511.604	-371.403	191.863	492.263	-400.294	227.155	490.971	-26.662	112.457	484.184	-383.865	179.407	746.338	147.541	118.598	446.773	-218.029	35.451	718.499	151.207	116.771	712.059	142.106	173.341	532.382	-499.173	263.845	526.542	-509.779	241.713	583.180	-460.750	243.541
1024	17.05000	530.146	-782.191	192.631	619.779	-745.103	190.868	515.053	-383.895	205.780	496.045	-414.185	240.103	492.193	-30.007	118.455	486.899	-394.889	193.632	746.263	148.587	118.359	449.003	-226.522	51.236	718.336	152.075	116.648	712.172	142.904	173.263	531.940	-515.675	273.144	524.967	-525.668	251.201	587.898	-476.036	251.657
1025	17.06667	530.023	-782.328	192.552	619.779	-745.101	190.864	518.222	-396.497	218.391	499.475	-428.417	251.458	493.544	-32.786	124.301	489.360	-406.117	206.479	746.142	149.562	118.134	452.300	-234.609	66.118	718.190	152.854	116.549	712.323	143.681	173.133	531.281	-532.065	279.994	523.108	-540.945	258.666	592.583	-491.051	257.967
1026	17.08333	530.158	-782.121	192.623	619.762	-745.124	190.849	521.352	-408.946	230.097	502.705	-442.788	261.289	495.043	-35.224	130.002	491.963	-416.965	218.381	746.035	150.394	117.868	455.489	-241.369	80.093	718.038	153.556	116.400	712.485	144.388	173.060	530.420	-548.859	284.430	521.915	-558.567	261.169	596.960	-505.890	262.470
1027	17.10000	529.423	-783.190	192.782	619.667	-745.114	190.490	524.976	-421.562	240.837	505.801	-457.135	269.337	496.652	-37.398	135.525	495.135	-427.646	229.165	745.931	151.231	117.626	458.917	-247.491	93.991	717.920	154.240	116.248	712.633	145.091	172.904	528.663	-566.140	286.712	518.332	-568.680	267.245	601.512	-520.009	264.849
1028	17.11667	529.715	-782.860	192.953	619.661	-745.120	190.501	528.257	-433.081	250.289	508.785	-470.980	275.445	498.368	-39.407	140.890	497.992	-437.264	238.773	745.845	151.973	117.407	462.347	-252.447	107.604	717.818	154.799	116.138	712.822	145.710	172.811	524.985	-581.503	286.090	514.464	-586.629	263.965	606.713	-532.495	265.044
1029	17.13333	531.290	-781.141	193.253	619.649	-745.155	190.505	531.291	-444.103	257.986	511.423	-483.788	279.949	500.191	-41.158	146.014	500.711	-446.622	246.776	745.697	152.629	117.162	466.340	-256.769	119.816	717.676	155.321	116.018	712.943	146.273	172.758	520.189	-594.660	284.832	509.892	-599.124	265.141	611.597	-543.587	264.237
1030	17.15000	531.888	-780.451	193.528	622.035	-742.463	192.113	534.145	-454.551	264.218	513.866	-495.528	283.183	502.159	-42.680	150.961	503.196	-455.052	253.852	745.605	153.283	116.981	470.483	-260.550	131.499	717.506	155.843	115.909	713.054	146.806	172.657	517.380	-607.234	282.991	506.028	-610.113	264.834	615.858	-553.500	263.385
1031	17.16667	532.762	-779.109	194.045	622.069	-742.425	192.120	536.881	-464.550	269.343	516.262	-506.404	284.889	504.158	-43.954	155.596	505.866	-463.572	259.317	745.488	153.909	116.727	474.930	-263.845	142.719	717.426	156.345	115.816	713.191	147.323	172.553	514.550	-617.648	279.395	502.205	-619.566	261.429	618.837	-563.246	260.918
1032	17.18333	530.643	-781.732	192.851	622.059	-742.450	192.127	539.485	-474.049	273.301	518.057	-516.703	285.183	506.259	-45.088	159.985	508.420	-471.650	263.612	745.462	154.472	116.533	479.813	-266.654	153.283	717.377	156.787	115.695	713.352	147.783	172.475	511.159	-626.901	272.477	497.753	-626.071	256.037	621.659	-571.561	257.241
1033	17.20000	530.050	-782.242	192.587	619.669	-745.128	190.510	542.073	-482.876	275.862	519.938	-525.977	284.155	508.354	-46.102	164.055	511.025	-479.070	266.683	745.441	154.964	116.363	484.714	-269.008	163.194	717.328	157.199	115.586	713.508	148.272	172.399	508.552	-634.391	264.182	494.841	-634.004	246.544	624.313	-578.688	251.708
1034	17.21667	530.163	-782.132	192.649	619.669	-745.131	190.515	544.689	-490.823	277.165	521.903	-534.129	281.985	510.450	-46.984	167.913	513.703	-485.854	268.421	745.421	155.464	116.203	489.406	-271.062	172.260	717.305	157.577	115.532	713.672	148.678	172.346	506.767	-640.278	257.853	492.091	-639.005	239.630	627.272	-584.471	245.427
1035	17.23333	530.042	-782.289	192.587	619.667	-745.120	190.501	547.651	-497.866	277.566	523.703	-541.314	279.284	512.430	-47.739	171.459	516.499	-491.830	269.167	745.407	155.931	116.067	494.010	-272.777	180.372	717.284	157.914	115.470	713.829	149.041	172.275	505.700	-645.007	252.729	490.190	-643.073	233.959	630.060	-589.227	239.125
1036	17.25000	530.155	-782.156	192.642	619.557	-745.582	191.005	549.873	-503.865	277.244	525.754	-547.001	276.305	514.435	-48.429	174.530	519.128	-496.886	269.351	745.403	156.350	115.925	498.780	-274.328	187.533	717.284	158.223	115.385	714.014	149.367	172.212	504.680	-648.570	246.892	488.393	-645.962	227.839	632.444	-592.935	232.819
1037	17.26667	530.012	-782.393	192.548	619.695	-745.245	190.901	551.924	-509.070	276.631	526.851	-551.488	272.971	516.481	-49.142	177.177	521.267	-501.106	269.221	745.396	156.699	115.777	503.645	-275.434	193.568	717.262	158.465	115.293	714.180	149.653	172.184	502.749	-650.922	241.035	485.752	-647.059	221.534	634.034	-595.872	226.190
1038	17.28333	530.122	-782.169	192.641	619.787	-745.098	190.863	553.671	-513.473	275.607	527.823	-555.124	269.686	518.566	-49.971	179.354	523.192	-504.559	268.661	745.383	157.040	115.667	508.452	-276.339	198.704	717.243	158.678	115.251	714.338	149.873	172.148	500.665	-652.253	235.712	482.779	-647.134	216.028	634.988	-598.122	219.865
1039	17.30000	530.148	-782.109	192.659	619.746	-745.108	190.865	554.993	-517.148	274.283	528.388	-558.242	266.347	520.504	-50.799	181.175	524.676	-507.444	267.667	745.413	157.360	115.592	512.907	-277.050	202.998	717.250	158.897	115.227	714.493	150.055	172.134	498.954	-653.297	231.067	480.153	-647.414	211.732	636.010	-599.586	214.585
1040	17.31667	530.013	-782.300	192.553	619.769	-745.075	190.892	556.005	-520.096	272.600	528.615	-560.910	263.041	522.351	-51.585	182.628	525.973	-509.743	266.463	745.494	157.670	115.563	516.923	-277.667	206.394	717.341	159.090	115.225	714.695	150.188	172.107	497.707	-654.255	226.530	478.282	-647.444	207.761	636.392	-601.270	209.546
1041	17.33333	530.076	-782.228	192.636	619.764	-745.084	190.882	556.985	-522.562	271.089	529.027	-562.731	260.321	523.980	-52.351	183.769	527.075	-511.688	265.036	745.691	157.925	115.480	520.351	-278.292	208.985	717.497	159.245	115.213	714.978	150.313	172.097	496.561	-654.828	222.506	476.992	-646.655	203.210	636.840	-602.632	205.633
1042	17.35000	530.240	-781.993	192.711	619.765	-745.093	190.890	557.828	-524.718	269.470	529.592	-564.258	257.665	525.336	-53.092	184.388	528.046	-513.310	263.666	745.880	158.103	115.457	523.172	-278.859	210.880	717.698	159.310	115.218	715.273	150.379	172.089	496.044	-654.959	218.194	476.491	-645.985	197.934	637.433	-603.515	201.679
1043	17.36667	530.065	-782.119	192.691	619.702	-745.007	190.953	558.436	-526.529	267.961	530.028	-565.651	254.900	526.514	-53.772	184.646	528.854	-514.775	262.040	746.089	158.269	115.476	525.497	-279.422	212.164	717.912	159.369	115.271	715.582	150.387	172.109	496.256	-655.287	214.075	476.846	-645.797	193.148	638.417	-604.080	198.671
1044	17.38333	530.065	-782.158	192.641	619.701	-744.995	190.941	558.822	-527.927	266.633	530.492	-566.707	252.544	527.582	-54.398	184.759	529.354	-515.981	260.499	746.376	158.388	115.503	527.352	-279.974	212.910	718.202	159.408	115.315	715.946	150.360	172.148	496.573	-655.919	212.524	477.857	-645.699	188.903	639.239	-604.744	196.423
1045	17.40000	530.056	-782.123	192.674	619.688	-744.983	190.972	559.435	-528.861	265.666	530.959	-567.435	251.197	528.585	-54.943	184.809	530.114	-516.732	259.504	746.746	158.460	115.539	528.820	-280.444	213.181	718.550	159.386	115.344	716.327	150.325	172.200	496.435	-654.953	213.960	477.745	-645.259	187.175	639.073	-605.745	193.548
1046	17.41667	530.123	-782.054	192.690	619.657	-745.004	190.952	560.197	-529.367	265.308	531.485	-567.811	251.020	529.521	-55.373	184.940	530.831	-517.102	259.265	747.184	158.487	115.567	530.181	-280.833	213.427	718.983	159.383	115.398	716.813	150.285	172.260	496.431	-655.260	214.044	478.178	-645.224	186.336	638.252	-606.843	191.128
1047	17.43333	530.086	-782.120	192.687	619.683	-744.979	190.953	560.973	-529.743	265.306	532.061	-568.120	251.231	530.305	-55.708	184.982	531.621	-517.393	259.413	747.666	158.479	115.583	531.351	-281.094	213.729	719.456	159.347	115.421	717.341	150.214	172.294	496.768	-655.482	214.287	478.899	-644.901	185.382	637.793	-607.272	189.512
1048	17.45000	530.026	-782.212	192.646	619.690	-744.982	190.957	561.436	-529.945	265.383	532.486	-568.363	251.450	530.907	-55.861	185.021	532.120	-517.541	259.537	748.182	158.451	115.574	532.105	-281.198	214.041	719.995	159.294	115.451	717.881	150.121	172.318	497.250	-655.723	214.493	479.837	-644.164	184.337	637.375	-607.516	188.345
1049	17.46667	530.044	-782.167	192.659	619.697	-744.982	190.972	561.440	-530.054	265.467	532.498	-568.494	251.558	531.475	-55.926	185.001	532.112	-517.674	259.530	748.795	158.388	115.646	532.529	-281.240	214.113	720.581	159.211	115.474	718.488	150.061	172.351	497.344	-655.951	214.550	480.699	-643.826	182.903	636.878	-607.705	187.764
1050	17.48333	530.090	-782.140	192.676	619.675	-744.999	190.958	560.962	-530.037	265.388	532.115	-568.538	251.453	531.915	-55.921	184.986	531.678	-517.757	259.174	749.420	158.298	115.656	532.609	-281.232	213.989	721.217	159.152	115.510	719.148	149.990	172.421	497.327	-656.110	214.392	481.587	-642.719	181.744	636.104	-607.982	187.437
1051	17.50000	530.134	-782.145	192.664	619.734	-745.066	190.871	560.239	-529.974	264.999	531.458	-568.496	251.166	532.242	-55.815	184.938	531.023	-517.666	258.567	750.081	158.192	115.731	532.473	-281.161	213.594	721.898	159.061	115.567	719.763	149.862	172.420	497.055	-656.442	214.117	482.682	-642.058	180.120	635.006	-608.365	187.060
1052	17.51667	530.174	-782.184	192.637	619.733	-745.088	190.855	559.422	-529.681	264.533	530.685	-568.365	250.855	532.524	-55.582	184.739	530.206	-517.461	257.681	750.819	158.051	115.815	532.230	-280.970	212.877	722.629	158.954	115.651	720.468	149.806	172.515	496.754	-656.669	213.841	483.886	-640.760	178.581	633.713	-609.055	187.008
1053	17.53333	530.176	-782.403	192.611	619.727	-745.020	190.847	558.654	-529.286	263.996	530.055	-568.160	250.664	532.807	-55.303	184.409	529.496	-517.117	256.874	751.600	157.857	115.868	531.778	-280.795	211.923	723.409	158.854	115.710	721.192	149.701	172.556	496.470	-656.877	213.643	485.202	-639.183	177.356	632.467	-609.509	186.791
