NO_OF_FRAMES	2734
NO_OF_CAMERAS	7
NO_OF_MARKERS	13
FREQUENCY	60
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-11-12, 11:51:16	6281.31358754
DATA_INCLUDED	3D
MARKER_NAMES	Shoulder	Elbow	Hand top	Hand right	Hand left	Thumb	Index	Middle	Back top	Back right	Back left	Box back	Box left
Frame	Time	Shoulder X	Shoulder Y	Shoulder Z	Elbow X	Elbow Y	Elbow Z	Hand top X	Hand top Y	Hand top Z	Hand right X	Hand right Y	Hand right Z	Hand left X	Hand left Y	Hand left Z	Thumb X	Thumb Y	Thumb Z	Index X	Index Y	Index Z	Middle X	Middle Y	Middle Z	Back top X	Back top Y	Back top Z	Back right X	Back right Y	Back right Z	Back left X	Back left Y	Back left Z	Box back X	Box back Y	Box back Z	Box left X	Box left Y	Box left Z	
1655	27.56667	454.979	101.834	232.213	358.040	-83.137	163.790	398.901	-413.125	260.068	398.417	-365.953	240.136	427.044	-371.863	255.144	510.601	-469.637	206.452	380.048	-508.272	240.516	377.221	-514.472	211.165	668.079	247.664	220.939	661.024	256.424	164.564	688.603	252.822	159.904	433.665	-624.576	239.222	516.568	-573.069	219.090
1656	27.58333	455.718	108.632	230.909	354.924	-72.904	159.424	395.300	-402.262	256.550	394.844	-355.172	236.417	423.470	-360.960	251.499	506.669	-458.922	203.059	376.546	-497.531	237.287	373.721	-503.812	207.936	672.147	249.416	220.799	665.483	258.431	164.548	693.028	254.257	159.974	429.880	-614.029	235.672	512.793	-562.024	215.408
1657	27.60000	456.609	115.596	229.520	351.918	-62.378	154.958	391.722	-391.377	252.636	391.020	-343.512	232.934	419.634	-349.466	247.888	503.004	-448.169	199.175	372.963	-486.631	233.750	370.103	-493.112	204.354	676.255	251.084	220.580	669.869	260.219	164.354	697.285	255.348	159.787	426.169	-603.236	232.057	508.785	-550.598	211.260
1658	27.61667	457.655	122.676	228.132	349.138	-51.734	150.407	388.144	-380.403	248.342	387.383	-333.015	228.302	415.909	-338.795	243.298	499.315	-437.085	194.754	369.401	-475.741	229.911	366.483	-482.309	200.538	680.361	252.696	220.311	674.262	261.895	164.066	701.558	256.442	159.546	422.977	-592.314	228.045	505.121	-539.080	206.764
1659	27.63333	458.788	129.862	226.704	346.506	-40.657	145.747	384.302	-369.207	243.795	383.507	-321.924	223.602	412.061	-327.640	238.547	495.561	-425.828	190.074	365.749	-464.554	225.779	362.773	-471.361	196.304	684.484	254.222	220.125	678.722	263.391	163.770	705.854	257.272	159.299	419.141	-581.105	223.506	501.687	-527.785	202.044
1660	27.65000	459.936	137.093	225.218	344.631	-29.453	139.721	380.394	-357.788	238.783	379.512	-310.430	218.717	408.076	-316.015	233.701	491.622	-414.529	185.153	361.803	-453.270	221.024	358.869	-460.100	191.623	688.667	255.628	220.032	683.125	264.762	163.628	710.129	258.016	159.179	415.466	-569.852	218.841	498.004	-516.690	197.324
1661	27.66667	461.304	144.288	223.558	342.529	-17.786	134.837	376.328	-345.336	233.993	375.593	-298.970	213.302	404.141	-304.626	228.346	487.451	-403.321	179.980	357.523	-441.668	215.798	354.612	-448.637	186.310	692.806	256.852	219.968	687.437	266.011	163.535	714.315	258.685	159.101	410.693	-558.490	213.607	494.254	-505.721	192.739
1662	27.68333	462.883	151.461	221.893	340.588	-6.036	130.029	372.389	-334.360	228.002	371.653	-287.439	207.659	400.220	-293.206	222.684	483.177	-392.016	174.257	353.305	-430.097	210.306	350.254	-437.115	180.794	696.851	257.959	219.895	691.748	267.216	163.353	718.505	259.311	159.016	405.688	-546.481	207.872	488.556	-494.543	187.041
1663	27.70000	464.567	158.482	220.304	338.725	5.899	125.147	368.118	-322.601	221.947	367.648	-275.684	201.685	396.175	-281.564	216.738	478.754	-380.643	168.095	348.618	-418.258	204.478	345.743	-425.337	174.910	700.890	258.950	219.788	696.078	268.297	163.200	722.636	259.798	158.891	401.090	-535.214	201.866	484.233	-483.305	180.722
1664	27.71667	465.944	165.796	219.013	337.385	17.821	119.891	363.680	-310.681	215.728	363.500	-263.730	195.437	391.955	-269.765	210.564	474.152	-369.233	161.837	343.833	-406.223	198.384	340.965	-413.365	168.765	704.918	259.705	219.629	700.384	269.095	162.990	726.753	260.029	158.785	395.945	-523.552	195.278	479.223	-471.847	174.043
1665	27.73333	467.676	172.959	217.291	336.119	30.113	114.615	359.093	-298.649	209.273	359.266	-251.731	188.948	387.626	-257.940	204.121	469.809	-357.678	156.022	338.709	-394.111	191.987	335.840	-401.235	162.383	708.733	260.174	219.411	704.657	269.773	162.880	730.842	260.129	158.746	389.932	-511.892	188.398	473.400	-460.253	167.161
1666	27.75000	469.629	180.115	215.471	335.230	42.587	109.344	354.358	-286.559	202.396	355.210	-239.953	181.830	383.209	-246.076	197.315	464.727	-346.426	149.363	333.369	-381.895	185.363	330.542	-389.142	155.724	712.643	260.610	219.400	709.057	270.546	162.886	735.742	261.956	159.796	383.734	-500.153	181.543	467.480	-448.623	160.194
1667	27.76667	471.696	187.235	213.705	334.780	55.153	103.985	349.751	-274.593	195.072	350.812	-228.052	174.376	378.881	-234.292	189.999	459.580	-335.123	142.249	328.029	-369.791	178.370	325.141	-377.039	148.703	716.438	260.887	219.269	713.246	271.006	162.780	739.767	261.903	159.840	377.404	-488.327	174.641	461.504	-437.206	153.262
1668	27.78333	473.840	194.264	211.913	334.557	67.860	98.480	344.968	-262.547	187.468	346.173	-215.577	167.005	374.270	-222.284	182.392	454.254	-323.877	134.629	322.523	-357.623	170.890	319.672	-364.917	141.194	720.281	261.082	219.175	717.449	271.257	162.673	743.673	261.511	159.758	371.187	-476.448	167.567	455.686	-426.124	146.128
1669	27.80000	476.068	201.196	209.995	334.711	80.610	92.840	340.098	-250.232	179.332	341.836	-203.251	158.991	369.765	-210.318	174.517	448.678	-312.787	126.880	314.643	-344.648	163.808	313.708	-352.267	132.972	723.917	261.053	219.130	721.503	271.327	162.609	747.441	260.950	159.765	364.099	-464.345	159.668	449.364	-415.460	138.540
1670	27.81667	478.420	207.940	208.103	335.293	93.375	87.183	334.930	-237.671	170.920	337.562	-190.878	150.678	365.307	-198.345	166.387	442.512	-301.292	119.405	308.533	-331.998	155.040	307.591	-339.423	124.186	727.344	260.862	219.176	725.285	271.318	162.725	750.887	260.244	159.811	355.500	-452.321	150.631	441.902	-404.824	130.643
1671	27.83333	480.916	214.553	206.341	336.349	106.114	81.468	329.883	-225.122	162.063	333.359	-178.369	141.885	360.862	-186.280	157.789	436.561	-290.790	110.798	302.326	-319.156	145.844	301.524	-326.466	115.012	730.611	260.540	219.237	728.963	271.237	162.797	754.201	259.474	159.806	347.185	-440.043	141.286	434.499	-393.974	121.933
1672	27.85000	483.390	221.101	204.740	337.921	119.000	75.523	324.953	-212.591	152.727	329.158	-165.866	132.632	356.475	-174.147	148.718	430.919	-279.621	101.688	296.109	-305.216	136.885	295.534	-313.774	105.590	733.705	260.111	219.231	732.483	270.950	162.810	757.341	258.525	159.813	339.538	-427.761	131.623	427.500	-382.699	112.577
1673	27.86667	485.837	227.672	202.970	339.934	132.058	69.372	320.218	-200.145	143.033	324.991	-153.418	123.089	352.127	-162.010	139.246	425.626	-268.056	91.867	290.783	-293.600	126.695	289.867	-300.825	95.890	736.597	259.549	219.224	735.826	270.370	162.787	760.397	257.392	159.800	332.750	-415.459	121.544	421.136	-370.970	102.525
1674	27.88333	488.272	234.230	200.969	342.345	145.108	62.985	315.317	-187.297	133.004	320.878	-140.685	113.070	347.752	-149.671	129.411	420.145	-256.464	81.629	285.596	-280.540	116.298	284.773	-287.097	85.880	739.508	258.876	219.341	739.043	269.777	162.914	763.165	256.000	159.839	326.839	-403.193	111.284	415.386	-359.201	91.574
1675	27.90000	490.777	240.633	198.952	345.112	157.940	56.523	310.255	-174.085	122.642	316.983	-127.641	102.687	343.545	-137.104	119.378	414.304	-245.139	71.607	279.078	-266.970	105.787	278.863	-274.511	74.675	742.235	258.017	219.471	742.175	269.205	163.078	765.844	254.665	159.865	319.231	-390.518	99.852	408.350	-347.419	80.293
1676	27.91667	493.413	246.768	196.959	348.423	170.515	50.132	305.313	-160.718	111.956	313.381	-114.483	92.076	339.511	-124.599	109.029	408.072	-234.238	61.660	272.193	-253.014	94.843	272.189	-260.525	63.594	744.702	257.060	219.560	745.137	268.586	163.236	768.362	253.321	159.876	309.282	-377.565	87.711	399.433	-335.964	68.944
1677	27.93333	496.108	252.583	195.093	352.166	182.864	43.944	300.434	-147.358	100.968	310.033	-101.486	81.043	335.684	-112.355	98.232	401.392	-223.626	51.217	265.046	-238.852	83.320	265.083	-246.247	52.141	747.049	256.061	219.714	747.939	267.823	163.493	770.744	251.862	159.984	298.437	-364.325	75.764	389.756	-324.819	57.536
1678	27.95000	499.366	257.081	191.997	356.302	194.816	37.909	295.582	-134.217	89.726	306.520	-88.536	70.057	331.810	-100.226	87.291	394.810	-213.371	40.602	257.901	-224.800	71.717	257.807	-232.055	40.519	749.209	254.958	220.050	750.605	266.891	163.858	773.004	250.321	160.275	287.619	-350.939	63.635	380.043	-314.016	45.899
1679	27.96667	502.145	262.460	189.990	360.673	206.398	32.043	290.535	-121.117	78.422	302.801	-75.766	58.971	327.518	-88.293	76.031	387.732	-202.570	28.522	251.186	-210.973	59.868	250.541	-218.045	29.083	752.050	254.093	220.976	753.118	265.890	164.340	775.154	248.757	160.671	277.067	-337.537	51.325	370.702	-303.441	33.860
1680	27.98333	505.131	267.708	188.016	365.399	217.642	26.346	285.422	-108.082	66.825	299.065	-63.068	47.132	323.245	-76.259	64.518	380.527	-192.083	16.826	244.187	-197.017	48.139	242.645	-204.169	18.072	753.426	252.612	221.231	755.510	264.694	164.781	777.270	247.161	161.138	266.729	-324.249	39.040	361.272	-292.717	21.517
1681	28.00000	508.079	272.859	186.137	370.458	228.263	20.973	280.078	-94.889	54.869	295.095	-50.320	35.277	318.951	-64.355	52.690	372.591	-182.018	5.019	236.181	-182.654	36.097	234.700	-189.754	6.047	755.072	251.081	221.469	757.844	263.394	165.145	779.243	245.432	161.540	255.290	-310.559	26.798	350.938	-281.939	9.717
1682	28.01667	510.957	277.913	184.317	375.810	238.123	15.732	274.603	-81.660	42.609	291.539	-37.754	23.283	314.646	-52.648	40.720	364.033	-172.108	-7.029	227.688	-167.821	23.325	226.232	-174.727	-6.682	756.637	249.503	221.731	759.952	261.845	165.469	781.059	243.486	161.977	241.772	-296.073	14.150	338.414	-270.504	-3.390
1683	28.03333	513.344	284.143	183.526	381.146	247.370	10.513	269.032	-68.374	30.150	288.056	-25.159	10.844	310.257	-41.003	28.725	355.000	-162.248	-19.021	218.869	-152.514	10.162	217.327	-159.182	-19.820	757.978	247.931	221.984	761.759	260.205	165.804	782.565	241.474	162.389	226.800	-280.626	0.298	324.871	-259.266	-15.813
1684	28.05000	516.029	288.471	181.840	386.504	256.942	5.687	263.355	-54.861	17.580	284.554	-12.650	-1.654	305.875	-29.434	16.536	345.720	-152.275	-30.808	209.942	-136.809	-3.084	208.541	-143.336	-32.973	759.099	246.129	222.273	763.447	258.497	166.247	783.879	239.371	162.853	212.239	-264.961	-13.437	309.998	-247.403	-27.875
1685	28.06667	518.693	292.290	180.190	392.279	265.312	0.555	257.714	-41.199	5.051	280.975	-0.010	-13.986	301.292	-17.601	4.515	336.329	-142.072	-42.654	201.131	-120.845	-16.121	199.935	-127.374	-45.957	759.920	244.610	222.902	764.883	256.792	166.706	784.979	237.302	163.355	198.177	-248.135	-26.306	297.201	-236.194	-40.719
1686	28.08333	520.977	296.015	178.717	398.064	273.094	-4.409	252.272	-27.609	-7.405	277.347	12.599	-26.228	296.873	-5.958	-7.519	326.791	-131.844	-54.454	192.475	-104.691	-28.938	191.333	-111.213	-58.802	760.017	240.922	222.067	765.921	254.925	167.121	785.721	235.103	163.849	184.101	-232.215	-39.758	285.005	-224.070	-51.539
1687	28.10000	523.080	299.337	177.230	403.610	279.999	-9.000	247.046	-14.221	-19.736	274.289	24.696	-38.502	292.529	5.432	-19.597	316.910	-121.588	-66.523	184.036	-88.655	-41.524	182.733	-95.093	-71.323	760.342	239.050	222.528	766.700	253.056	167.669	786.134	232.906	164.390	169.693	-215.568	-52.235	271.168	-211.586	-63.759
1688	28.11667	525.014	302.236	175.671	408.768	285.892	-13.400	241.970	-0.975	-31.982	271.006	36.686	-50.646	288.319	16.620	-31.665	306.820	-111.245	-79.003	175.775	-72.501	-53.871	174.256	-78.804	-83.589	760.399	237.039	222.934	767.252	251.208	168.194	786.443	230.800	164.990	155.616	-198.351	-64.024	257.209	-198.907	-75.861
1689	28.13333	527.022	304.417	173.921	413.763	291.126	-17.758	237.101	12.254	-43.965	267.935	48.517	-62.483	284.300	27.681	-43.546	296.749	-100.795	-91.418	167.710	-56.036	-66.135	166.127	-62.192	-95.834	760.355	236.021	224.196	767.605	249.276	168.708	786.554	228.642	165.544	141.623	-180.500	-75.863	243.090	-186.202	-87.969
1690	28.15000	528.594	306.645	172.345	418.601	295.862	-22.170	232.338	25.520	-55.809	264.951	59.920	-74.157	280.148	38.301	-55.031	286.760	-90.234	-103.062	159.951	-39.380	-78.384	158.375	-45.430	-108.126	760.304	234.342	224.428	767.772	247.228	169.101	786.431	226.336	165.848	127.660	-162.121	-88.285	228.748	-173.183	-100.021
1691	28.16667	529.583	308.766	170.877	423.281	300.036	-26.386	227.644	38.586	-67.382	262.271	71.366	-85.632	276.150	49.150	-66.182	276.863	-79.715	-113.886	152.532	-22.546	-90.676	151.088	-28.632	-120.399	759.755	232.337	224.765	767.560	244.905	169.424	786.136	224.002	166.347	114.146	-143.471	-100.910	214.717	-159.716	-111.753
1692	28.18333	530.612	310.371	169.349	428.088	303.180	-30.870	223.399	51.490	-78.890	259.861	82.409	-96.869	272.344	59.711	-77.077	267.214	-69.257	-124.340	145.697	-5.876	-102.765	144.365	-12.055	-132.505	759.204	230.531	225.312	767.405	242.885	169.849	785.683	221.740	166.805	101.319	-124.664	-113.129	201.167	-145.810	-122.929
1693	28.20000	531.434	311.757	167.873	432.077	306.052	-34.634	219.774	63.854	-90.226	257.767	92.949	-107.692	268.957	69.687	-87.718	257.970	-58.994	-134.694	139.488	10.211	-114.014	138.184	4.119	-144.029	758.393	228.576	225.826	767.018	240.935	170.276	785.021	219.548	167.327	89.340	-106.015	-124.603	188.261	-131.933	-133.732
1694	28.21667	532.172	312.593	166.201	435.416	308.324	-38.100	216.508	75.535	-100.940	255.884	102.858	-118.212	265.868	79.182	-98.137	249.188	-48.992	-144.931	133.961	25.645	-124.789	132.631	19.510	-154.837	757.414	226.806	226.198	766.421	239.081	170.769	784.196	217.511	167.828	78.402	-87.903	-135.295	175.171	-117.828	-144.666
1695	28.23333	532.284	313.447	164.781	437.991	309.922	-41.275	213.394	86.527	-111.352	253.961	112.093	-128.529	262.803	88.078	-108.294	240.783	-39.268	-155.309	128.861	40.314	-135.062	127.374	34.093	-165.081	756.202	225.098	226.509	765.799	237.560	170.995	783.239	215.556	168.487	68.431	-70.663	-145.307	164.501	-105.215	-154.839
1696	28.25000	532.046	313.967	163.294	439.914	310.908	-44.329	210.182	96.746	-121.413	251.840	120.737	-138.407	259.640	96.369	-118.134	232.296	-30.702	-165.382	123.979	54.078	-145.083	122.380	47.929	-175.140	754.905	223.470	226.777	764.834	235.768	171.279	782.147	213.664	168.876	59.232	-54.243	-155.023	153.747	-92.783	-164.805
1697	28.26667	531.606	314.229	161.604	441.255	311.456	-47.264	206.965	106.392	-131.029	249.608	128.793	-147.786	256.401	104.202	-127.490	224.404	-20.921	-175.368	119.365	67.254	-154.961	117.670	61.081	-185.086	753.505	221.867	226.987	763.813	234.022	171.713	780.976	211.791	169.246	50.662	-38.562	-164.999	143.543	-80.797	-174.950
1698	28.28333	530.843	314.302	159.979	442.087	311.547	-50.160	203.984	115.508	-140.057	247.524	136.309	-156.598	253.312	111.470	-136.282	216.829	-12.190	-185.132	115.248	79.840	-164.586	113.097	74.081	-194.463	751.925	220.277	227.202	762.610	232.322	171.956	779.727	210.022	169.626	42.510	-23.486	-175.225	133.735	-69.147	-185.247
1699	28.30000	529.884	314.081	158.441	442.472	311.312	-52.852	201.344	124.047	-148.424	245.624	143.241	-164.953	250.470	118.117	-144.710	209.450	-3.875	-194.406	111.354	91.659	-172.937	109.002	86.130	-202.849	750.175	218.795	227.402	761.182	230.700	172.189	778.201	208.319	169.999	34.859	-8.996	-184.889	124.526	-57.711	-195.392
1700	28.31667	528.625	313.649	156.975	442.441	310.618	-55.308	198.600	131.991	-156.706	243.324	149.084	-173.918	247.800	124.286	-152.841	202.383	4.049	-203.217	107.811	102.636	-180.423	105.174	97.441	-210.321	748.260	217.376	227.619	759.651	229.199	172.470	776.626	206.788	170.451	27.765	4.717	-193.027	115.991	-46.616	-204.539
1701	28.33333	527.089	313.015	155.382	441.940	309.477	-57.561	196.142	139.188	-164.312	241.343	154.924	-181.691	245.081	129.901	-160.682	195.601	11.584	-211.748	104.363	112.880	-187.504	101.430	107.989	-217.257	746.273	216.031	227.828	757.952	227.727	172.730	774.938	205.290	170.845	21.147	17.275	-199.928	107.394	-37.085	-211.542
1702	28.35000	525.285	312.205	153.852	441.031	308.080	-59.867	193.599	145.833	-171.770	239.253	160.236	-189.116	242.234	135.066	-168.253	189.089	18.554	-219.820	101.071	122.438	-194.476	97.950	117.887	-224.205	744.205	214.752	228.032	756.211	226.325	172.970	773.248	203.913	171.247	15.129	30.472	-205.959	99.863	-26.484	-218.736
1703	28.36667	523.330	311.208	152.158	439.705	306.489	-62.108	191.325	151.926	-178.573	237.568	165.681	-195.106	239.229	139.881	-175.194	182.726	24.929	-227.354	97.914	131.462	-201.732	94.899	127.135	-231.416	742.039	213.496	228.220	754.330	224.999	173.201	771.339	202.584	171.566	9.349	42.408	-212.538	91.886	-17.445	-225.340
1704	28.38333	521.119	310.001	150.452	438.293	304.063	-64.925	188.725	157.683	-185.605	235.502	169.915	-201.906	236.186	144.108	-181.906	176.513	30.873	-234.187	94.949	140.096	-209.204	92.093	135.872	-238.785	739.708	212.311	228.382	752.225	223.740	173.378	769.345	201.396	171.895	3.711	53.877	-219.953	83.850	-9.015	-231.946
1705	28.40000	518.774	308.755	148.883	436.592	302.099	-67.122	186.188	162.979	-192.134	233.438	173.636	-208.247	233.123	147.861	-187.827	170.411	36.345	-240.245	92.258	148.556	-216.432	89.859	144.450	-245.953	737.199	211.210	228.405	750.083	222.623	173.527	767.270	200.334	172.192	-1.781	64.957	-227.821	76.021	-0.841	-238.679
1706	28.41667	516.305	307.397	147.263	434.794	299.848	-69.168	183.802	167.569	-198.182	231.352	176.955	-214.114	230.225	151.084	-193.806	164.493	41.496	-246.468	89.577	155.996	-222.721	87.182	152.012	-252.352	734.703	210.133	228.430	747.878	221.550	173.606	765.126	199.286	172.366	-6.935	75.325	-235.099	68.754	7.128	-245.587
1707	28.43333	513.812	306.001	145.523	432.670	297.220	-71.128	181.453	171.573	-203.843	229.224	179.765	-219.734	227.447	153.771	-199.637	158.755	46.283	-253.118	86.972	162.807	-228.262	84.473	158.987	-257.905	732.254	209.119	228.411	745.712	220.485	173.646	762.973	198.229	172.533	-11.960	85.655	-240.273	62.199	14.549	-252.532
1708	28.45000	511.171	304.570	143.786	430.323	294.420	-73.044	179.076	175.162	-209.307	227.042	182.209	-225.189	224.596	156.141	-205.221	153.290	50.665	-259.481	84.471	168.416	-233.774	81.869	165.359	-263.194	729.821	208.058	228.467	743.489	219.413	173.750	760.786	197.148	172.709	-16.279	93.383	-245.571	56.253	21.734	-259.074
1709	28.46667	508.461	302.892	142.061	427.816	291.601	-74.941	176.761	178.461	-214.732	224.917	184.253	-230.555	221.741	158.266	-210.572	147.988	54.648	-265.212	82.109	174.125	-239.226	79.479	171.130	-268.699	727.214	207.061	228.506	741.161	218.362	173.851	758.527	196.170	172.926	-20.517	101.824	-251.012	50.712	28.625	-264.852
1710	28.48333	505.491	301.101	140.403	425.211	288.784	-76.766	174.485	181.427	-220.143	222.868	185.948	-235.799	218.925	160.134	-215.708	142.900	58.195	-270.259	79.940	179.426	-244.850	77.324	176.332	-274.366	724.511	206.045	228.632	738.706	217.392	174.043	756.183	195.292	173.259	-24.416	109.663	-256.495	45.220	34.803	-269.864
1711	28.50000	502.421	299.323	138.799	422.436	286.681	-78.030	172.331	184.196	-225.257	220.742	188.043	-240.648	216.320	161.490	-220.625	138.225	61.239	-275.145	78.038	183.974	-250.208	75.434	180.907	-279.782	721.609	205.033	228.676	736.183	216.489	174.228	753.776	194.449	173.565	-27.957	116.910	-261.715	39.593	40.156	-274.406
1712	28.51667	499.158	297.497	137.347	419.565	283.786	-79.658	170.356	185.901	-230.061	218.901	188.819	-245.378	213.885	162.294	-225.334	134.037	63.773	-280.354	76.288	187.717	-255.124	73.645	184.818	-284.736	718.743	204.020	228.799	733.668	215.643	174.440	751.346	193.678	173.889	-31.064	123.074	-266.728	34.242	44.529	-279.119
1713	28.53333	495.978	295.590	135.822	416.684	280.982	-81.247	168.503	187.071	-234.487	217.180	188.962	-249.626	211.632	162.739	-229.664	130.361	65.770	-285.548	74.615	191.216	-259.477	71.887	188.998	-288.684	715.880	203.185	228.869	731.071	214.847	174.609	748.828	192.962	174.130	-33.794	127.955	-271.769	29.450	47.989	-284.221
1714	28.55000	492.705	293.536	134.370	413.923	278.268	-82.816	166.748	187.897	-238.629	215.512	188.882	-253.573	209.500	162.910	-233.730	127.040	67.257	-290.268	73.033	193.487	-263.758	70.342	191.374	-293.078	713.072	202.418	228.912	728.375	214.078	174.678	746.260	192.294	174.311	-36.247	131.582	-276.776	25.691	50.763	-289.425
1715	28.56667	489.596	291.570	132.951	411.276	275.632	-84.392	165.058	188.511	-242.527	213.881	188.763	-257.352	207.441	162.920	-237.553	123.998	68.276	-294.291	71.528	195.274	-267.948	68.879	193.226	-297.262	710.278	201.754	228.861	725.725	213.391	174.683	743.727	191.708	174.420	-38.491	134.527	-281.445	22.855	53.141	-294.273
1716	28.58333	486.496	289.639	131.542	408.723	273.068	-85.891	163.416	188.842	-246.294	212.266	188.555	-260.960	205.513	162.773	-241.152	121.111	69.010	-298.110	70.048	196.717	-271.843	67.449	194.704	-301.200	707.448	201.093	228.781	723.111	212.682	174.678	741.241	191.113	174.525	-40.632	137.253	-285.674	20.657	55.443	-298.533
1717	28.60000	483.553	287.762	130.139	406.184	270.447	-87.275	161.856	188.986	-249.721	210.717	188.179	-264.416	203.673	162.451	-244.610	118.414	69.631	-301.705	68.640	197.872	-275.300	66.044	195.942	-304.765	704.695	200.357	228.730	720.537	211.945	174.651	738.783	190.430	174.676	-42.604	139.574	-289.255	18.319	57.356	-302.337
1718	28.61667	480.710	285.914	128.802	403.629	267.132	-88.943	160.392	188.966	-253.048	209.277	187.751	-267.657	201.973	162.037	-248.015	115.887	70.204	-305.561	67.295	198.819	-278.461	64.736	197.131	-307.943	701.961	199.558	228.648	718.047	211.182	174.673	736.305	189.693	174.734	-44.453	141.651	-292.388	15.567	58.880	-305.920
1719	28.63333	477.903	284.129	127.543	401.006	264.537	-90.193	158.979	188.969	-256.259	207.856	187.287	-270.770	200.239	161.547	-251.210	113.423	70.784	-309.518	66.048	199.893	-281.725	63.512	198.380	-311.151	699.262	198.758	228.580	715.567	210.459	174.643	733.824	188.967	174.793	-46.185	143.870	-295.665	12.329	60.222	-309.521
1720	28.65000	475.035	282.392	126.308	398.663	262.241	-91.601	157.580	189.028	-259.462	206.498	186.648	-273.727	198.445	161.089	-254.120	110.767	71.323	-312.935	64.987	201.224	-285.416	62.576	199.648	-314.793	696.530	198.079	228.505	713.037	209.760	174.627	731.380	188.361	174.878	-47.888	146.633	-299.731	9.026	62.011	-313.184
1721	28.66667	472.248	280.639	125.046	396.625	260.271	-93.097	156.229	189.261	-262.523	205.216	185.949	-276.458	196.615	160.672	-256.715	108.003	71.807	-315.385	64.032	202.655	-289.185	61.779	200.938	-318.660	693.775	197.521	228.431	710.435	209.158	174.589	728.930	187.888	174.974	-49.663	149.874	-304.383	5.878	64.239	-316.729
1722	28.68333	469.412	278.900	123.881	394.810	258.368	-94.653	154.952	189.519	-265.217	203.900	185.424	-278.936	194.892	160.391	-259.017	105.215	72.340	-317.204	63.129	204.031	-292.543	60.957	202.198	-321.946	690.931	196.926	228.253	707.854	208.587	174.522	726.512	187.479	175.078	-51.394	152.801	-308.561	3.297	66.352	-319.876
1723	28.70000	466.722	277.275	122.698	393.060	256.420	-96.010	153.677	189.624	-267.459	202.609	184.918	-281.173	193.287	160.034	-261.207	102.602	72.888	-319.083	62.066	205.096	-295.034	59.920	203.220	-324.408	688.276	196.388	228.162	705.394	208.034	174.483	724.116	187.003	175.144	-53.025	155.143	-311.457	1.225	68.226	-322.452
1724	28.71667	464.176	275.754	121.595	391.180	254.490	-97.181	152.465	189.513	-269.558	201.349	184.342	-283.238	191.767	159.493	-263.333	100.303	73.318	-321.382	61.013	205.889	-296.986	58.849	204.138	-326.353	685.741	195.805	228.090	702.865	207.340	174.354	721.715	186.407	175.128	-54.509	157.205	-313.033	-0.894	69.821	-324.349
1725	28.73333	461.821	274.335	120.610	389.082	252.675	-98.174	151.280	189.239	-271.615	200.113	183.672	-285.315	190.057	159.844	-265.273	98.139	73.603	-323.575	60.044	206.516	-298.964	57.849	204.851	-328.326	683.347	195.156	228.000	700.639	206.738	174.319	719.536	185.863	175.164	-55.876	159.093	-314.526	-3.050	71.208	-326.017
1726	28.75000	459.535	272.886	119.657	387.000	251.577	-98.689	150.015	188.982	-273.780	198.819	183.004	-287.256	188.503	159.417	-267.270	96.093	73.667	-325.622	58.986	206.986	-301.241	56.904	205.347	-330.723	681.051	194.535	227.843	698.479	206.117	174.220	717.417	185.299	175.141	-57.193	160.622	-316.627	-5.833	73.743	-327.702
1727	28.76667	457.389	271.578	118.857	385.152	250.005	-99.620	148.662	188.700	-275.803	197.528	182.312	-288.992	186.904	158.920	-269.192	94.126	73.727	-327.612	58.034	207.448	-303.795	56.068	205.721	-333.331	678.860	193.952	227.698	696.409	205.518	174.147	715.382	184.729	175.104	-58.491	161.892	-319.648	-8.335	74.071	-330.332
1728	28.78333	455.286	270.382	118.117	383.317	248.448	-100.368	147.369	188.288	-277.611	196.266	181.521	-290.485	185.330	158.257	-270.814	92.258	73.703	-329.713	57.092	207.778	-306.310	55.302	206.045	-335.817	676.801	193.428	227.590	694.443	204.936	174.048	713.520	184.220	175.132	-59.734	163.125	-323.217	-10.651	74.485	-333.500
1729	28.80000	453.326	269.224	117.447	381.455	246.904	-100.910	146.064	187.857	-279.279	194.972	180.740	-291.877	183.769	157.516	-272.308	90.507	73.596	-331.763	56.155	207.953	-308.678	54.527	206.224	-338.139	674.841	192.883	227.531	692.628	204.376	174.001	711.694	183.679	175.160	-60.935	164.145	-326.789	-12.465	74.883	-336.850
1730	28.81667	451.392	268.067	116.931	379.575	245.318	-101.394	144.788	187.361	-280.804	193.714	180.052	-293.189	182.365	156.811	-273.753	88.909	73.451	-333.748	55.125	208.022	-310.697	53.696	206.331	-340.245	673.005	192.313	227.475	690.848	203.814	173.968	709.954	183.135	175.150	-62.050	164.633	-329.894	-13.553	75.121	-340.132
1731	28.83333	449.621	266.978	116.411	377.781	243.869	-101.797	143.564	186.868	-282.244	192.540	179.329	-294.334	180.934	156.023	-275.030	87.452	73.229	-335.720	54.241	208.050	-312.616	52.945	206.427	-342.137	671.253	191.746	227.412	689.212	203.269	173.966	708.337	182.611	175.195	-63.095	165.201	-332.516	-14.250	75.459	-343.021
