NO_OF_FRAMES	2734
NO_OF_CAMERAS	7
NO_OF_MARKERS	13
FREQUENCY	60
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-11-12, 11:51:16	6281.31358754
DATA_INCLUDED	3D
MARKER_NAMES	Shoulder	Elbow	Hand top	Hand right	Hand left	Thumb	Index	Middle	Back top	Back right	Back left	Box back	Box left
Frame	Time	Shoulder X	Shoulder Y	Shoulder Z	Elbow X	Elbow Y	Elbow Z	Hand top X	Hand top Y	Hand top Z	Hand right X	Hand right Y	Hand right Z	Hand left X	Hand left Y	Hand left Z	Thumb X	Thumb Y	Thumb Z	Index X	Index Y	Index Z	Middle X	Middle Y	Middle Z	Back top X	Back top Y	Back top Z	Back right X	Back right Y	Back right Z	Back left X	Back left Y	Back left Z	Box back X	Box back Y	Box back Z	Box left X	Box left Y	Box left Z	
707	11.76667	467.321	317.400	163.239	406.072	328.009	-57.222	368.492	88.822	-315.478	376.810	134.690	-295.335	392.837	111.512	-278.954	464.922	37.123	-335.942	389.704	21.430	-396.720	371.819	40.362	-418.953	702.678	347.544	225.272	702.689	359.672	169.030	729.314	350.215	167.073	514.080	-787.084	192.393	607.652	-748.061	183.365
708	11.78333	467.238	316.552	163.062	404.785	325.350	-56.648	370.097	71.414	-299.415	377.807	118.799	-282.777	394.345	96.940	-265.183	467.844	20.301	-317.526	391.704	-0.253	-377.187	373.250	17.010	-400.309	702.607	347.404	225.036	702.642	359.459	168.779	729.293	350.081	166.907	514.108	-787.030	192.410	607.644	-748.060	183.366
709	11.80000	467.257	315.655	162.741	403.531	322.253	-56.229	372.213	54.642	-283.087	379.249	102.957	-269.381	396.350	82.467	-250.652	471.572	4.233	-298.390	394.548	-21.422	-356.523	375.246	-5.885	-380.293	702.574	347.296	224.787	702.645	359.239	168.517	729.299	349.908	166.686	514.118	-787.063	192.413	607.649	-748.076	183.363
710	11.81667	467.289	314.714	162.319	402.374	318.684	-55.826	374.770	38.377	-265.842	379.655	87.534	-253.573	398.468	69.045	-235.093	476.228	-10.875	-279.675	396.477	-41.108	-333.417	377.349	-28.051	-358.808	702.603	347.232	224.559	702.656	359.027	168.245	729.378	349.785	166.491	514.119	-787.068	192.383	607.655	-748.033	183.377
711	11.83333	467.323	313.631	161.883	401.514	314.921	-55.647	377.784	23.049	-247.787	381.873	73.290	-238.602	401.226	55.841	-219.252	480.369	-25.564	-259.225	398.849	-60.713	-309.697	379.547	-49.464	-335.970	702.578	347.092	224.231	702.702	358.833	167.982	729.456	349.673	166.242	514.165	-786.970	192.456	607.650	-748.046	183.363
712	11.85000	467.322	312.485	161.502	400.681	310.691	-55.377	380.737	8.612	-229.121	385.169	59.690	-223.152	404.261	43.294	-203.046	484.499	-39.464	-238.148	400.357	-79.486	-283.699	381.872	-69.521	-312.125	702.659	346.994	223.983	702.759	358.607	167.681	729.580	349.576	166.024	514.114	-787.075	192.411	607.676	-748.032	183.395
713	11.86667	467.313	311.162	161.053	400.087	306.106	-55.170	383.691	-4.877	-210.266	388.022	46.704	-207.422	407.473	31.555	-186.437	488.851	-52.137	-216.345	403.620	-96.709	-259.934	384.776	-88.741	-288.373	702.770	346.860	223.671	702.869	358.361	167.330	729.727	349.408	165.741	514.100	-787.109	192.405	607.642	-748.065	183.370
714	11.88333	467.255	309.675	160.666	399.702	301.250	-55.073	387.302	-17.370	-191.295	390.948	34.376	-191.566	410.534	20.613	-169.878	493.703	-63.464	-194.239	406.835	-111.525	-236.118	387.312	-106.702	-262.427	702.871	346.716	223.367	702.962	358.095	167.022	729.916	349.294	165.474	514.118	-787.029	192.410	607.650	-748.003	183.362
715	11.90000	466.343	307.718	160.725	399.551	296.169	-54.976	390.860	-28.981	-172.407	393.899	22.801	-175.415	413.711	10.351	-153.326	498.772	-73.448	-172.194	410.779	-126.062	-210.443	391.003	-122.441	-238.275	702.926	346.594	223.178	702.984	357.795	166.759	730.015	349.205	165.257	514.233	-786.887	192.478	607.615	-748.072	183.351
716	11.91667	466.995	306.277	159.717	399.563	290.939	-54.978	394.657	-39.585	-153.620	397.220	11.943	-159.505	416.563	1.362	-137.246	503.995	-82.216	-150.384	414.611	-138.654	-185.371	395.095	-136.361	-214.679	702.916	346.379	222.955	702.964	357.496	166.460	729.815	349.175	164.939	514.137	-787.049	192.406	607.651	-748.018	183.381
717	11.93333	466.909	304.352	159.213	399.560	285.455	-54.890	398.310	-49.048	-135.059	401.460	0.542	-145.306	420.831	-7.627	-120.702	509.250	-89.877	-128.870	418.564	-149.912	-159.916	399.726	-149.528	-189.784	702.977	346.140	222.709	702.753	357.287	166.085	729.899	349.080	164.753	514.145	-787.040	192.427	607.657	-748.000	183.381
718	11.95000	466.975	302.446	158.821	399.661	279.646	-54.665	402.671	-57.256	-116.711	405.260	-8.345	-129.994	424.192	-15.521	-103.815	514.424	-96.500	-108.074	422.058	-159.483	-134.712	403.892	-160.999	-165.270	703.094	345.928	222.396	702.839	357.033	165.834	730.000	348.924	164.484	514.115	-787.067	192.405	607.641	-748.033	183.370
719	11.96667	467.333	300.335	158.269	399.956	273.620	-54.411	406.634	-64.454	-99.121	409.251	-16.273	-115.058	429.123	-21.525	-89.914	519.693	-101.959	-88.374	425.794	-168.153	-110.426	407.719	-170.774	-141.628	703.288	345.773	222.124	703.000	356.737	165.559	730.481	348.648	164.230	514.156	-786.992	192.442	607.667	-747.994	183.371
720	11.98333	467.496	298.389	157.872	400.432	267.631	-54.321	411.173	-70.737	-82.244	413.262	-23.522	-100.796	432.733	-27.841	-74.430	525.208	-106.247	-70.003	429.588	-174.515	-87.823	411.753	-179.257	-119.052	703.477	345.580	221.848	703.179	356.407	165.241	730.640	348.370	163.967	514.153	-787.042	192.413	607.663	-747.995	183.374
721	12.00000	467.649	296.339	157.514	401.083	261.751	-54.205	415.410	-76.435	-66.423	416.843	-30.147	-87.096	437.287	-32.873	-61.618	530.778	-109.907	-52.605	433.747	-179.999	-66.930	416.126	-186.723	-97.686	703.477	345.481	221.583	703.088	355.934	165.101	729.845	346.506	162.663	514.121	-787.061	192.409	607.646	-748.007	183.355
722	12.01667	467.801	294.169	157.387	401.912	255.866	-53.970	419.552	-81.639	-51.928	421.080	-36.430	-74.709	441.512	-37.651	-49.484	536.188	-113.011	-36.924	438.096	-185.254	-47.463	421.106	-194.742	-78.429	703.680	345.236	221.406	703.193	355.649	164.924	730.019	346.403	162.463	514.205	-786.915	192.483	607.633	-748.032	183.352
723	12.03333	467.967	291.973	157.411	403.020	249.810	-53.605	423.553	-86.416	-38.567	425.086	-42.119	-63.443	445.447	-42.286	-38.046	541.283	-115.996	-22.744	441.691	-189.514	-28.952	425.429	-200.594	-60.158	703.884	344.988	221.217	703.658	355.396	164.804	730.296	346.449	162.327	514.178	-786.957	192.443	607.653	-748.004	183.353
724	12.05000	468.183	289.719	157.457	404.312	243.637	-53.088	427.638	-90.855	-26.241	428.966	-47.383	-52.624	449.404	-46.649	-27.344	546.249	-118.872	-10.405	444.688	-193.169	-12.242	428.862	-205.567	-43.465	704.322	344.868	221.173	703.889	355.190	164.669	730.581	346.516	162.186	514.114	-787.052	192.425	607.640	-748.023	183.362
725	12.06667	468.443	287.450	157.436	405.650	237.470	-52.679	431.591	-95.023	-14.794	432.627	-52.279	-42.365	453.308	-50.831	-17.203	551.128	-121.777	0.623	447.172	-196.408	2.948	431.561	-209.956	-28.233	704.609	344.767	221.013	704.044	354.819	164.478	730.853	346.490	162.037	514.111	-787.012	192.440	607.650	-748.007	183.351
726	12.08333	468.702	285.126	157.372	406.929	231.297	-52.251	435.437	-98.958	-4.094	436.279	-56.883	-32.676	457.047	-54.857	-7.672	555.716	-124.693	10.737	449.329	-199.417	16.810	433.929	-213.971	-14.314	704.896	344.706	220.800	704.228	354.488	164.236	731.102	346.278	161.814	514.147	-786.993	192.427	607.670	-747.961	183.359
727	12.10000	469.008	282.737	157.421	408.079	225.090	-51.627	439.132	-103.249	6.356	439.700	-61.503	-23.742	460.599	-58.863	1.116	559.910	-127.657	20.439	451.473	-202.425	29.314	436.242	-217.877	-1.430	705.306	344.630	220.649	704.576	354.328	164.024	731.478	346.171	161.589	514.166	-786.951	192.447	607.640	-748.016	183.334
728	12.11667	469.360	280.281	157.502	409.123	218.727	-50.698	442.272	-107.184	15.164	442.822	-66.318	-15.656	463.731	-63.068	9.170	563.650	-130.817	29.711	453.649	-205.500	41.138	438.834	-221.902	10.774	705.774	344.530	220.465	704.939	354.245	163.855	731.855	346.277	161.416	514.182	-786.952	192.454	607.639	-748.009	183.339
729	12.13333	469.767	277.789	157.506	409.981	212.111	-49.421	445.225	-111.556	23.470	445.718	-71.334	-8.063	466.566	-67.552	16.680	567.044	-134.297	38.249	455.830	-208.805	52.334	441.322	-226.071	22.238	706.180	344.494	220.269	705.313	354.147	163.669	732.309	346.414	161.257	514.119	-787.032	192.420	607.654	-747.977	183.342
730	12.15000	470.237	275.333	157.634	410.827	205.114	-48.052	448.112	-116.255	31.335	448.372	-76.522	-0.766	469.300	-72.289	23.854	570.279	-138.215	45.915	457.935	-212.543	62.458	443.305	-230.560	32.620	706.908	344.534	220.193	705.745	354.138	163.473	732.759	346.503	161.027	514.210	-786.932	192.485	607.670	-747.961	183.359
731	12.16667	470.859	272.928	157.759	411.274	198.149	-46.152	450.846	-121.399	38.859	450.798	-81.914	6.421	471.885	-77.433	30.887	573.413	-142.422	52.794	459.766	-216.777	71.629	444.618	-235.328	42.092	707.477	344.659	219.891	706.274	354.095	163.170	733.353	346.593	160.783	514.113	-787.056	192.418	607.637	-747.997	183.322
732	12.18333	471.470	270.443	158.054	411.530	191.007	-43.919	453.270	-127.002	46.164	452.927	-87.713	13.460	474.064	-82.962	37.846	576.318	-146.957	59.348	461.254	-221.445	80.297	445.404	-240.466	50.835	708.106	344.827	219.647	706.875	354.039	162.924	733.957	346.722	160.547	514.175	-786.984	192.427	607.635	-747.996	183.329
733	12.20000	472.158	267.940	158.378	411.651	183.676	-41.344	455.207	-132.919	53.320	454.318	-93.562	20.864	475.722	-88.810	44.793	578.592	-151.850	66.182	462.669	-226.580	88.629	446.196	-245.979	59.416	708.757	344.956	219.394	707.476	354.077	162.652	734.634	346.881	160.297	514.134	-787.052	192.416	607.630	-747.994	183.313
734	12.21667	472.738	265.347	158.871	411.708	176.174	-38.435	456.632	-139.058	60.338	455.673	-99.933	27.418	477.003	-94.969	51.392	580.188	-157.170	73.514	463.568	-232.063	96.744	447.038	-251.789	68.040	709.382	345.046	219.045	708.078	354.085	162.336	735.283	347.078	159.968	514.146	-787.008	192.433	607.641	-747.997	183.335
735	12.23333	473.473	262.743	159.426	411.763	168.518	-35.229	457.742	-145.383	67.429	456.849	-106.515	34.114	478.138	-101.363	58.146	581.597	-163.058	81.192	464.035	-237.838	104.609	447.535	-257.874	76.391	710.055	345.163	218.739	708.682	354.144	162.013	735.853	346.469	158.852	514.124	-787.033	192.428	607.672	-747.948	183.355
736	12.25000	474.088	260.170	160.046	411.736	160.738	-31.622	458.824	-151.874	74.744	457.987	-113.335	41.210	479.261	-108.003	65.133	582.649	-169.223	88.670	464.576	-244.009	112.448	447.717	-264.141	84.659	710.768	345.261	218.362	709.362	354.263	161.647	736.542	346.624	158.450	514.127	-787.050	192.415	607.643	-747.960	183.323
737	12.26667	474.832	257.452	160.706	411.617	152.612	-27.552	460.073	-158.695	82.445	459.067	-120.281	48.554	480.493	-114.866	72.405	583.924	-175.702	96.022	465.601	-250.585	120.484	448.037	-270.690	93.062	711.494	345.357	217.961	709.983	354.430	161.282	737.246	347.692	158.842	514.099	-787.045	192.407	607.642	-747.989	183.326
738	12.28333	475.581	254.713	161.424	411.435	144.271	-23.174	461.585	-165.827	90.361	460.227	-127.573	56.313	481.893	-122.025	79.968	585.621	-182.379	103.019	467.210	-257.483	128.819	448.768	-277.576	102.064	712.147	345.460	217.518	710.585	354.689	160.862	737.914	348.083	158.399	514.117	-787.034	192.423	607.647	-747.972	183.303
739	12.30000	476.237	252.068	162.250	411.269	135.826	-18.407	463.267	-173.354	98.443	461.436	-135.183	64.308	483.426	-129.565	87.666	587.570	-189.503	109.569	469.038	-264.700	137.394	449.975	-284.818	111.294	712.783	345.602	216.975	711.144	354.869	160.394	738.528	348.507	157.941	514.173	-786.986	192.439	607.649	-747.958	183.327
740	12.31667	477.095	249.330	163.193	411.250	127.248	-13.214	464.988	-181.191	106.538	462.673	-143.184	72.363	484.954	-137.426	95.428	589.547	-197.207	115.692	470.741	-272.166	145.989	451.267	-292.355	120.397	713.475	345.830	216.537	711.788	355.145	159.903	739.190	348.928	157.474	514.157	-786.987	192.446	607.634	-747.980	183.335
741	12.33333	478.010	246.581	164.264	411.413	118.599	-7.502	466.597	-189.220	114.571	464.034	-151.333	80.268	486.531	-145.514	103.149	591.346	-205.264	122.214	471.997	-279.775	154.420	452.405	-299.928	129.264	714.217	346.111	216.054	712.482	355.447	159.503	739.943	349.386	157.036	514.097	-787.038	192.432	607.631	-747.998	183.305
742	12.35000	478.862	243.814	165.534	411.644	109.889	-1.341	468.044	-197.421	122.375	465.479	-159.698	87.946	488.063	-153.835	110.659	592.833	-213.762	129.608	472.949	-287.642	162.593	453.576	-307.860	137.632	715.007	346.417	215.695	713.198	355.765	159.130	740.663	349.741	156.668	514.135	-787.040	192.423	607.656	-747.958	183.321
743	12.36667	479.702	240.908	167.058	412.047	101.132	5.302	469.348	-205.852	129.993	466.959	-168.399	95.313	489.542	-162.426	118.022	594.061	-222.584	137.188	473.868	-295.953	170.406	454.797	-317.046	145.127	715.725	346.754	215.434	713.847	356.019	158.894	741.302	350.082	156.360	514.158	-787.020	192.419	607.663	-747.946	183.316
744	12.38333	480.631	237.822	168.802	412.658	92.326	12.361	470.833	-214.667	137.489	468.406	-177.247	102.721	491.122	-171.273	125.346	595.532	-231.649	144.306	475.092	-304.732	177.778	455.858	-325.763	152.902	716.323	347.058	215.269	714.390	356.278	158.741	741.894	350.463	156.234	514.089	-787.105	192.394	607.653	-747.953	183.314
745	12.40000	481.520	234.625	170.793	413.514	83.670	19.717	472.546	-223.747	144.850	469.990	-186.288	110.193	492.900	-180.409	132.635	597.215	-241.032	150.717	476.817	-313.900	184.910	457.233	-334.848	160.251	716.822	347.290	215.236	714.774	356.476	158.705	742.295	350.808	156.149	514.130	-787.091	192.372	607.659	-747.913	183.315
746	12.41667	482.392	231.374	172.884	414.607	75.148	27.333	474.364	-233.131	151.978	471.622	-195.584	117.478	494.748	-189.817	139.720	599.037	-250.810	156.652	478.474	-323.194	191.803	458.636	-344.156	167.376	717.199	347.494	215.273	715.027	356.614	158.730	742.602	351.194	156.170	514.108	-787.055	192.397	607.650	-747.944	183.296
747	12.43333	483.371	227.908	175.198	415.980	66.609	35.254	476.134	-242.862	158.819	473.240	-205.119	124.531	496.565	-199.551	146.614	600.828	-260.973	162.033	480.259	-333.581	197.690	459.872	-353.727	174.126	717.433	347.643	215.379	715.173	356.661	158.859	742.819	351.509	156.263	514.097	-787.057	192.403	607.663	-747.904	183.306
748	12.45000	484.354	224.373	177.559	417.727	58.080	43.374	477.824	-252.692	165.375	474.808	-214.729	131.416	498.335	-209.417	153.362	602.460	-271.507	166.962	481.338	-343.519	203.496	460.764	-363.458	180.336	717.588	347.691	215.531	715.244	356.620	159.023	742.921	351.729	156.439	514.104	-787.098	192.396	607.651	-747.900	183.298
749	12.46667	485.362	220.632	179.932	419.724	49.662	51.424	479.397	-262.504	171.674	476.437	-224.202	138.161	500.108	-219.216	159.981	604.004	-282.028	171.972	481.899	-353.411	208.914	461.162	-372.996	186.094	717.658	347.648	215.715	715.173	356.445	159.166	742.908	351.864	156.601	514.174	-786.990	192.440	607.642	-747.890	183.290
750	12.48333	486.358	216.656	182.303	421.827	41.376	59.263	480.839	-272.165	177.862	478.109	-233.632	144.585	501.834	-228.940	166.453	605.378	-292.412	177.568	482.422	-363.351	213.960	461.655	-382.642	191.194	717.485	347.448	215.887	714.906	356.121	159.323	742.701	351.888	156.753	514.140	-786.996	192.434	607.641	-747.889	183.319
751	12.50000	487.310	212.504	184.685	424.088	33.123	67.162	482.198	-281.917	183.783	479.711	-243.209	150.705	503.441	-238.706	172.588	606.610	-302.769	183.534	483.204	-373.407	219.024	462.549	-392.425	196.174	717.138	347.087	216.108	714.411	355.571	159.560	742.264	351.817	156.974	514.131	-787.051	192.405	607.642	-747.889	183.322
752	12.51667	488.316	208.146	187.149	426.589	24.852	75.165	483.657	-291.792	189.512	481.341	-252.872	156.621	505.122	-248.700	178.510	607.912	-313.367	189.101	484.192	-383.678	223.901	463.464	-402.194	201.307	716.612	346.551	216.389	713.772	354.931	159.820	741.697	351.664	157.283	514.094	-787.070	192.406	607.652	-747.886	183.307
753	12.53333	489.302	203.621	189.647	429.334	16.529	83.125	485.231	-301.800	194.973	483.036	-262.558	162.494	507.010	-258.758	184.313	609.315	-324.220	193.859	485.280	-394.185	228.215	464.221	-411.971	205.992	715.996	345.845	216.715	712.937	354.056	160.092	740.938	351.306	157.564	514.163	-786.994	192.415	607.648	-747.893	183.296
754	12.55000	490.224	198.925	192.136	432.312	8.340	90.918	486.873	-311.873	200.140	484.840	-272.260	168.093	508.924	-268.866	189.850	611.089	-334.619	198.501	486.168	-404.132	232.167	465.252	-420.800	209.465	715.273	344.958	217.016	711.966	352.985	160.428	740.019	350.667	157.845	514.173	-786.973	192.444	607.651	-747.890	183.302
755	12.56667	491.108	193.929	194.747	435.365	0.202	98.678	488.547	-321.979	204.934	486.665	-281.961	173.448	510.809	-279.013	195.114	612.429	-346.220	202.039	486.842	-414.556	235.498	465.877	-430.760	212.953	714.448	343.930	217.399	710.895	351.755	160.771	738.946	349.721	158.088	514.124	-787.025	192.430	607.659	-747.853	183.309
756	12.58333	492.057	188.697	197.425	438.448	-7.934	106.401	490.159	-331.917	209.510	488.553	-291.662	178.428	512.792	-289.271	200.039	614.090	-357.056	205.641	487.529	-424.783	238.836	466.546	-440.832	216.028	713.577	342.683	217.779	709.677	350.312	161.147	737.723	348.606	158.334	514.144	-787.020	192.428	607.668	-747.857	183.283
757	12.60000	492.865	183.223	200.211	441.623	-16.135	114.208	492.155	-342.664	213.336	490.584	-301.764	183.021	514.937	-299.548	204.618	615.771	-368.101	208.333	488.264	-435.042	241.870	467.315	-450.803	219.002	712.408	341.195	218.255	708.272	348.669	161.573	736.300	347.259	158.686	514.162	-786.969	192.457	607.652	-747.882	183.283
758	12.61667	493.582	177.597	203.018	444.953	-24.398	122.012	494.182	-352.953	217.166	492.561	-311.545	187.545	517.240	-309.813	208.948	617.557	-379.205	210.088	489.568	-445.956	244.149	467.358	-460.127	222.724	711.035	339.397	218.709	706.661	346.795	162.048	734.716	345.804	159.098	514.132	-787.030	192.427	607.627	-747.882	183.281
759	12.63333	494.340	171.804	205.764	448.318	-32.705	129.433	496.221	-363.237	220.575	494.469	-320.606	192.138	519.479	-320.050	212.874	619.396	-389.962	211.521	490.914	-456.552	246.097	468.179	-470.109	225.111	709.511	337.275	219.190	704.818	344.748	162.591	732.906	344.262	159.546	514.127	-787.055	192.410	607.652	-747.843	183.297
760	12.65000	495.178	165.785	208.487	451.756	-40.841	136.563	498.131	-373.374	223.590	495.943	-329.954	196.186	521.629	-330.631	216.180	621.153	-400.444	212.756	492.068	-466.831	247.798	468.727	-479.784	226.999	707.819	334.901	219.677	702.745	342.390	163.078	730.846	342.588	159.986	514.113	-787.027	192.422	607.656	-747.840	183.305
761	12.66667	495.857	159.507	211.258	455.133	-48.866	143.500	499.875	-383.312	226.258	498.287	-340.124	199.216	523.784	-340.457	219.559	622.816	-410.514	214.009	492.790	-476.846	249.013	468.874	-489.178	228.465	705.922	332.310	220.170	700.591	339.840	163.560	728.625	340.664	160.430	514.201	-786.958	192.470	607.670	-747.824	183.304
762	12.68333	496.544	153.158	213.730	458.445	-56.799	150.018	501.482	-392.948	228.646	499.985	-349.221	202.489	525.649	-350.188	222.550	624.385	-420.150	215.188	493.262	-486.392	250.059	469.117	-498.473	229.597	703.818	329.488	220.657	698.255	337.089	164.103	726.272	338.528	160.865	514.099	-787.072	192.428	607.666	-747.854	183.281
763	12.70000	497.172	146.808	216.091	461.643	-64.780	156.648	502.924	-402.312	230.957	501.655	-358.084	205.587	527.429	-359.679	225.376	625.910	-429.498	216.215	492.942	-495.242	251.178	468.749	-507.025	230.664	701.609	326.484	221.138	695.769	334.149	164.589	723.763	336.161	161.364	514.116	-787.033	192.431	607.662	-747.823	183.296
764	12.71667	497.785	140.293	218.252	464.777	-72.368	162.397	504.149	-411.415	233.075	503.075	-366.793	208.430	529.027	-368.849	228.066	627.242	-438.619	217.270	492.928	-504.133	252.109	468.413	-515.493	231.503	699.332	323.272	221.665	693.200	331.131	165.162	721.105	333.655	161.824	514.062	-787.140	192.377	607.681	-747.797	183.316
