NO_OF_FRAMES	2237
NO_OF_CAMERAS	7
NO_OF_MARKERS	13
FREQUENCY	60
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-11-12, 11:33:37	5222.67107833
DATA_INCLUDED	3D
MARKER_NAMES	Box back	Box left	Middle	Index	Thumb	Hand top	Hand left	Hand right	Elbow	Shoulder	Back top	Back right	Back left
Frame	Time	Box back X	Box back Y	Box back Z	Box left X	Box left Y	Box left Z	Middle X	Middle Y	Middle Z	Index X	Index Y	Index Z	Thumb X	Thumb Y	Thumb Z	Hand top X	Hand top Y	Hand top Z	Hand left X	Hand left Y	Hand left Z	Hand right X	Hand right Y	Hand right Z	Elbow X	Elbow Y	Elbow Z	Shoulder X	Shoulder Y	Shoulder Z	Back top X	Back top Y	Back top Z	Back right X	Back right Y	Back right Z	Back left X	Back left Y	Back left Z	
1017	16.93333	531.927	-780.287	192.907	619.940	-742.487	190.189	440.991	-34.908	-533.833	446.720	-61.572	-524.890	510.176	-60.613	-477.069	433.618	-22.247	-421.848	457.582	-9.898	-380.434	436.591	12.614	-383.461	494.342	142.293	-179.122	484.085	102.734	77.167	714.971	148.179	170.863	726.134	152.693	114.580	752.562	143.595	118.430
1018	16.95000	531.939	-780.264	192.918	619.943	-742.510	190.176	442.322	-41.144	-528.492	447.623	-67.036	-519.529	510.744	-65.346	-472.925	434.381	-26.766	-417.123	458.998	-12.329	-376.723	437.709	9.791	-380.533	493.454	144.893	-179.571	483.979	103.546	77.322	714.708	148.325	170.851	725.889	152.841	114.600	752.335	143.796	118.467
1019	16.96667	531.941	-780.263	192.913	619.947	-742.510	190.178	445.152	-48.456	-522.486	449.320	-73.828	-513.183	511.198	-71.296	-467.293	435.379	-31.624	-411.664	460.300	-15.066	-372.344	438.761	6.578	-377.044	492.564	147.615	-179.996	483.653	104.753	77.551	714.519	148.463	170.862	725.708	152.999	114.630	752.129	143.996	118.508
1020	16.98333	531.949	-780.265	192.924	619.950	-742.506	190.192	448.032	-56.547	-515.213	451.596	-81.701	-505.679	512.138	-78.080	-460.166	436.543	-36.913	-405.608	461.583	-18.302	-367.243	439.858	2.872	-372.889	491.901	150.639	-180.501	483.512	105.823	77.881	714.317	148.623	170.894	725.527	153.124	114.628	751.930	144.164	118.538
1021	17.00000	531.934	-780.241	192.918	619.987	-742.464	190.201	451.563	-65.357	-506.833	454.433	-90.130	-497.406	513.813	-85.247	-452.135	437.775	-42.615	-398.720	462.855	-21.987	-361.464	440.965	-1.363	-368.173	491.201	153.579	-180.837	483.347	107.020	78.271	714.120	148.807	170.941	725.334	153.256	114.635	751.751	144.337	118.558
1022	17.01667	531.948	-780.214	192.924	619.972	-742.469	190.197	nan	nan	nan	458.181	-99.323	-487.159	515.553	-92.904	-442.867	439.176	-48.694	-390.925	464.871	-26.920	-352.598	441.702	-4.833	-365.295	490.413	156.270	-180.976	483.204	108.185	78.822	713.936	148.985	170.960	725.143	153.434	114.640	751.572	144.519	118.541
1023	17.03333	531.949	-780.261	192.912	619.949	-742.513	190.179	nan	nan	nan	460.959	-108.643	-476.285	517.238	-101.014	-432.822	440.580	-55.324	-381.624	466.486	-31.051	-345.390	443.017	-10.006	-358.721	489.627	158.699	-181.135	483.058	109.317	79.354	713.771	149.208	170.939	724.927	153.645	114.637	751.396	144.762	118.551
1024	17.05000	531.917	-780.289	192.908	619.946	-742.514	190.173	nan	nan	nan	463.772	-118.708	-464.429	518.772	-109.442	-421.698	441.750	-62.019	-371.831	468.221	-35.570	-337.535	444.489	-15.496	-351.831	488.810	160.762	-181.241	482.946	110.393	79.939	713.616	149.457	170.908	724.752	153.912	114.623	751.237	145.054	118.523
1025	17.06667	531.951	-780.261	192.913	619.951	-742.493	190.182	nan	nan	nan	466.436	-129.453	-451.223	520.608	-117.733	-409.822	444.026	-69.081	-361.751	470.009	-40.468	-329.108	445.772	-21.307	-344.294	488.184	162.468	-181.496	482.827	111.218	80.516	713.466	149.779	170.920	724.553	154.205	114.607	751.082	145.402	118.496
1026	17.08333	531.955	-780.227	192.939	619.975	-742.479	190.205	nan	nan	nan	468.852	-140.782	-436.574	522.425	-127.035	-396.560	445.573	-76.214	-350.550	471.602	-45.635	-320.111	446.758	-27.282	-336.272	487.556	163.652	-181.737	482.684	111.843	80.982	713.297	150.125	170.890	724.360	154.510	114.590	750.872	145.782	118.426
1027	17.10000	531.874	-780.342	192.894	619.979	-742.459	190.206	nan	nan	nan	471.251	-152.310	-421.126	522.452	-136.111	-380.652	447.008	-83.643	-338.705	472.546	-50.356	-312.557	447.982	-33.912	-327.472	486.901	164.312	-182.070	482.527	112.243	81.336	713.117	150.520	170.844	724.124	154.887	114.552	750.665	146.234	118.365
1028	17.11667	531.929	-780.252	192.925	619.949	-742.474	190.195	nan	nan	nan	473.280	-163.551	-405.901	525.010	-145.685	-366.844	448.442	-91.263	-326.354	473.910	-56.405	-302.423	450.281	-41.057	-318.805	486.077	163.754	-182.035	482.251	112.466	81.720	712.897	150.950	170.766	723.852	155.320	114.449	750.416	146.724	118.312
1029	17.13333	531.943	-780.266	192.921	619.954	-742.482	190.191	484.082	-156.457	-407.521	479.932	-177.051	-392.845	528.168	-156.584	-353.140	449.873	-99.252	-313.313	475.323	-62.752	-291.894	451.548	-48.593	-309.113	485.316	161.302	-182.105	481.937	112.472	81.941	712.678	151.425	170.690	723.605	155.809	114.348	750.183	147.275	118.197
1030	17.15000	531.961	-780.260	192.920	619.949	-742.513	190.179	487.070	-169.232	-390.115	483.361	-188.856	-374.858	529.771	-166.448	-336.187	451.313	-107.392	-299.543	476.723	-69.372	-280.872	452.823	-56.589	-299.013	484.254	159.492	-182.532	481.658	112.293	82.079	712.479	151.967	170.609	723.361	156.281	114.238	749.957	147.884	118.068
1031	17.16667	531.948	-780.231	192.940	619.958	-742.499	190.171	489.943	-182.354	-371.643	486.780	-200.808	-355.579	531.401	-176.634	-318.118	452.799	-115.757	-285.029	478.047	-76.366	-269.388	453.201	-65.273	-287.398	482.990	156.973	-183.098	481.388	111.735	82.024	712.272	152.543	170.519	723.119	156.886	114.157	749.748	148.542	117.997
1032	17.18333	531.919	-780.292	192.915	619.994	-742.455	190.213	492.849	-196.333	-352.171	489.738	-212.900	-335.326	533.231	-186.774	-298.823	454.741	-125.010	-268.414	479.273	-83.769	-257.326	454.237	-74.157	-276.234	481.463	153.550	-183.727	481.122	110.921	81.905	712.029	153.102	170.470	722.855	157.509	114.091	749.563	149.292	117.940
1033	17.20000	531.913	-780.293	192.911	619.971	-742.472	190.200	495.777	-209.529	-331.968	492.550	-224.925	-314.252	535.294	-196.724	-278.911	456.302	-133.487	-254.426	480.312	-91.664	-244.872	455.405	-83.815	-264.236	479.756	149.048	-184.422	480.817	109.850	81.662	711.834	153.716	170.417	722.638	158.141	114.065	749.358	150.038	117.886
1034	17.21667	531.913	-780.293	192.911	619.969	-742.476	190.203	498.524	-222.676	-310.692	495.614	-236.794	-292.411	537.280	-206.438	-258.581	457.574	-142.508	-238.313	481.297	-99.910	-232.027	456.898	-93.560	-252.627	477.613	143.474	-185.086	480.516	108.631	81.434	711.662	154.354	170.321	722.385	158.837	113.974	749.175	150.833	117.787
1035	17.23333	531.943	-780.263	192.915	619.962	-742.457	190.186	501.191	-235.741	-289.027	498.680	-248.496	-269.776	539.376	-215.936	-238.061	458.784	-151.811	-221.643	482.189	-108.603	-218.713	457.512	-104.029	-239.522	475.514	136.397	-185.576	480.228	107.200	81.213	711.502	155.047	170.240	722.217	159.541	113.879	749.013	151.647	117.685
1036	17.25000	531.964	-780.225	192.914	619.962	-742.468	190.175	503.717	-248.581	-266.628	501.569	-259.905	-246.814	541.533	-225.281	-217.222	459.781	-161.205	-204.672	482.958	-117.678	-204.761	458.091	-114.864	-225.591	472.962	128.710	-186.170	479.949	105.418	80.957	711.366	155.741	170.187	722.030	160.298	113.807	748.862	152.529	117.631
1037	17.26667	531.914	-780.288	192.901	619.968	-742.483	190.190	506.048	-261.147	-243.078	504.392	-270.796	-222.823	543.474	-234.349	-195.428	460.618	-170.495	-186.705	483.574	-126.883	-190.167	458.516	-125.861	-210.999	470.258	119.988	-186.508	479.517	103.270	80.868	711.253	156.465	170.143	721.874	161.133	113.754	748.750	153.452	117.568
1038	17.28333	531.931	-780.268	192.920	619.949	-742.474	190.196	507.835	-273.323	-217.929	506.798	-281.265	-197.356	544.757	-242.975	-172.143	461.363	-179.410	-168.126	484.121	-136.131	-175.071	458.926	-136.917	-195.773	467.377	110.151	-186.645	479.173	100.717	80.696	711.132	157.220	170.148	721.736	161.996	113.760	748.632	154.466	117.561
1039	17.30000	531.897	-780.304	192.895	619.968	-742.468	190.204	509.153	-285.039	-192.046	510.072	-290.984	-170.279	545.991	-251.153	-148.107	462.471	-188.166	-149.209	484.633	-145.504	-159.298	459.396	-148.068	-179.853	464.510	99.209	-186.385	478.062	97.777	80.872	711.042	158.014	170.089	721.550	162.914	113.720	748.371	155.491	117.453
1040	17.31667	531.930	-780.319	192.882	619.980	-742.464	190.204	509.822	-296.549	-165.224	510.975	-300.765	-143.303	547.517	-258.735	-123.801	463.229	-197.011	-129.443	485.080	-155.039	-143.091	459.824	-159.300	-163.372	461.477	87.021	-185.549	478.637	94.335	80.581	710.938	158.836	170.050	721.399	163.835	113.687	748.195	156.579	117.353
1041	17.33333	531.957	-780.259	192.912	619.971	-742.462	190.183	509.339	-308.059	-138.499	510.358	-310.371	-116.714	549.479	-265.658	-99.655	464.093	-205.619	-109.688	485.551	-164.686	-126.430	459.686	-170.543	-145.973	458.473	73.672	-184.145	477.829	90.815	81.001	710.840	159.666	169.998	721.159	164.824	113.632	748.230	157.616	117.271
1042	17.35000	531.963	-780.223	192.932	619.948	-742.498	190.161	510.735	-318.705	-110.971	511.837	-319.128	-88.798	552.798	-272.716	-75.085	465.017	-214.054	-89.711	486.064	-174.352	-109.507	460.715	-181.820	-128.668	456.794	58.395	-182.208	477.618	87.172	81.374	710.604	160.571	169.879	720.802	165.828	113.476	748.067	158.782	117.159
1043	17.36667	531.951	-780.261	192.914	619.961	-742.474	190.182	511.676	-328.311	-83.847	513.238	-326.911	-61.520	554.386	-278.259	-51.755	466.173	-222.296	-69.602	486.751	-183.973	-92.360	461.306	-192.926	-110.722	453.926	43.240	-179.475	477.831	83.435	81.760	710.585	161.504	169.815	720.703	166.849	113.398	747.956	159.861	116.986
1044	17.38333	531.952	-780.214	192.927	619.958	-742.463	190.207	512.775	-337.544	-56.128	514.647	-333.968	-34.155	556.902	-283.502	-28.997	467.302	-229.954	-49.433	487.585	-193.484	-75.145	462.012	-203.698	-92.565	451.139	27.403	-175.778	477.718	79.732	82.590	710.567	162.450	169.673	720.706	167.808	113.310	747.787	161.015	116.811
1045	17.40000	531.900	-780.316	192.901	619.975	-742.470	190.193	513.596	-346.166	-28.478	515.982	-340.541	-7.152	559.880	-288.675	-6.893	469.195	-238.229	-29.943	488.084	-203.062	-57.434	463.380	-213.959	-74.068	448.441	11.069	-171.241	477.733	76.084	83.593	710.551	163.418	169.566	720.497	168.866	113.171	747.698	162.196	116.623
1046	17.41667	531.886	-780.318	192.898	619.964	-742.481	190.184	513.301	-354.721	-1.661	517.211	-346.947	18.724	563.358	-293.955	14.063	470.974	-246.154	-10.376	489.934	-212.505	-40.500	464.452	-224.072	-55.594	446.060	-5.580	-165.863	477.824	72.218	84.745	710.519	164.393	169.444	720.318	169.879	113.029	747.542	163.383	116.410
1047	17.43333	531.897	-780.360	192.881	619.971	-742.475	190.194	515.079	-362.353	24.047	518.613	-353.430	43.479	567.135	-299.619	34.304	473.080	-254.456	8.859	491.367	-221.828	-23.481	465.137	-236.409	-38.447	443.811	-22.360	-159.464	477.565	68.502	86.259	710.417	165.347	169.251	720.111	170.933	112.877	747.380	164.547	116.174
1048	17.45000	531.965	-780.238	192.925	619.945	-742.499	190.161	516.253	-369.805	48.989	520.622	-359.644	66.825	570.403	-305.159	53.665	475.375	-262.989	26.987	492.695	-231.234	-6.562	466.820	-245.578	-20.202	441.916	-39.182	-152.172	477.923	64.214	87.785	710.479	166.239	169.165	719.853	171.987	112.727	747.143	165.750	115.934
1049	17.46667	531.955	-780.261	192.916	619.953	-742.502	190.181	516.447	-376.715	72.868	522.551	-365.963	88.649	573.756	-310.928	72.287	477.485	-271.402	44.956	494.057	-240.596	10.131	468.149	-255.676	-2.742	440.283	-55.816	-144.007	478.104	60.160	89.761	710.386	167.219	168.978	719.555	172.988	112.580	746.912	166.943	115.707
1050	17.48333	531.917	-780.242	192.920	619.956	-742.491	190.175	517.501	-384.569	95.083	524.289	-373.212	109.645	577.296	-317.482	89.808	479.753	-280.182	62.297	495.631	-250.168	26.589	469.615	-265.670	14.410	438.986	-72.002	-134.950	478.335	55.978	92.150	710.262	168.169	168.873	719.217	174.054	112.393	746.648	168.131	115.498
1051	17.50000	531.916	-780.292	192.913	619.964	-742.496	190.202	518.125	-393.061	116.250	525.531	-381.237	129.876	581.072	-324.965	106.051	482.244	-289.552	79.153	497.658	-260.205	42.534	471.213	-275.544	31.317	438.084	-87.618	-125.228	478.583	51.811	94.819	710.128	169.076	168.713	718.890	175.039	112.239	746.352	169.316	115.281
1052	17.51667	531.906	-780.314	192.897	619.963	-742.481	190.184	518.255	-402.323	136.524	526.115	-389.878	149.412	585.407	-333.566	121.041	485.077	-299.474	95.649	499.677	-269.797	58.824	472.325	-283.909	49.132	437.266	-102.659	-114.907	478.834	47.645	97.755	709.899	169.912	168.627	718.482	176.026	112.148	745.989	170.429	115.013
1053	17.53333	531.938	-780.264	192.912	619.966	-742.479	190.177	518.263	-412.032	155.561	526.667	-399.125	167.816	590.093	-342.944	134.805	488.138	-309.807	111.646	501.990	-279.720	74.859	474.204	-293.313	65.762	436.600	-116.925	-103.884	479.057	43.475	101.010	709.605	170.678	168.518	717.998	176.933	112.048	745.533	171.547	114.860
1054	17.55000	531.885	-780.335	192.876	619.944	-742.495	190.162	518.514	-421.986	173.325	527.455	-408.662	184.983	594.779	-352.499	147.939	491.277	-320.193	127.186	504.473	-289.445	90.694	476.960	-303.932	80.894	436.429	-130.416	-92.586	479.385	39.356	104.516	709.292	171.371	168.454	717.465	177.790	111.984	745.070	172.597	114.710
1055	17.56667	531.951	-780.259	192.913	619.950	-742.498	190.184	519.029	-432.161	189.647	528.506	-418.493	200.975	599.149	-361.868	160.931	494.281	-330.533	142.053	506.971	-298.913	106.159	479.146	-313.029	96.494	436.421	-143.056	-80.896	479.829	35.323	108.184	708.965	172.030	168.426	716.922	178.613	111.935	744.552	173.606	114.555
1056	17.58333	531.906	-780.312	192.898	619.978	-742.463	190.183	519.473	-442.627	204.614	529.563	-429.090	215.213	603.400	-371.132	173.531	497.344	-340.837	156.427	509.538	-308.228	121.122	481.551	-321.914	111.665	436.811	-154.941	-68.966	480.365	31.471	112.109	708.595	172.607	168.417	716.321	179.336	111.905	743.995	174.512	114.449
1057	17.60000	531.951	-780.265	192.925	619.972	-742.495	190.180	520.424	-453.241	218.413	531.269	-440.513	227.866	607.546	-380.849	185.297	500.566	-351.039	170.232	512.284	-317.331	135.770	483.968	-330.581	126.356	437.373	-165.992	-56.943	480.997	27.848	115.970	708.188	173.157	168.393	715.699	179.990	111.887	743.435	175.377	114.294
1058	17.61667	531.907	-780.346	192.876	619.967	-742.475	190.199	522.221	-464.014	231.212	533.683	-452.066	239.465	611.912	-391.055	195.940	503.996	-361.112	183.369	515.166	-326.336	149.834	486.540	-339.029	140.652	438.215	-176.232	-44.804	481.702	24.498	119.818	707.803	173.630	168.364	715.058	180.547	111.821	742.826	176.156	114.136
1059	17.63333	531.945	-780.228	192.932	619.963	-742.486	190.185	524.478	-474.625	243.418	536.702	-463.524	250.395	616.455	-401.481	205.403	507.628	-371.161	195.883	518.299	-335.231	163.200	489.296	-347.418	154.436	439.069	-185.716	-32.497	482.424	21.353	123.536	707.428	174.049	168.331	714.429	181.105	111.778	742.243	176.928	114.009
1060	17.65000	531.926	-780.251	192.917	619.969	-742.507	190.162	526.916	-485.001	254.911	539.465	-474.040	261.530	620.846	-411.441	214.174	511.211	-381.069	207.780	521.313	-344.142	176.118	491.956	-355.760	167.624	440.374	-194.442	-20.256	483.275	18.439	127.297	707.057	174.410	168.318	713.839	181.530	111.757	741.722	177.572	113.882
1061	17.66667	531.969	-780.239	192.934	619.948	-742.513	190.166	528.689	-495.045	265.561	541.110	-484.000	272.146	624.943	-420.894	223.127	514.458	-390.626	219.003	524.299	-352.810	188.268	494.801	-363.885	179.994	441.792	-202.457	-8.116	484.191	15.638	131.172	706.717	174.687	168.328	713.278	181.935	111.762	741.135	178.168	113.806
1062	17.68333	531.893	-780.314	192.896	619.962	-742.474	190.184	529.473	-505.399	274.664	541.617	-494.277	281.413	628.611	-430.066	232.230	517.397	-399.862	229.700	527.322	-361.241	200.021	497.564	-371.673	191.854	443.817	-209.745	3.786	485.216	12.834	135.277	706.344	174.949	168.385	712.652	182.207	111.785	740.527	178.637	113.721
1063	17.70000	531.940	-780.267	192.919	619.952	-742.497	190.184	529.815	-516.027	282.257	541.981	-505.186	289.220	631.845	-439.562	240.935	520.122	-408.985	239.827	530.252	-369.581	211.274	500.237	-379.368	203.032	446.352	-216.402	15.358	486.385	10.016	139.562	705.916	175.119	168.447	711.922	182.470	111.849	739.880	179.123	113.664
1064	17.71667	531.911	-780.309	192.889	619.958	-742.511	190.158	529.795	-526.792	288.658	542.170	-516.504	295.618	634.830	-449.533	248.703	522.563	-418.118	249.358	533.052	-377.947	221.923	502.829	-386.992	213.727	449.051	-222.431	26.832	487.721	7.346	143.866	705.510	175.251	168.474	711.280	182.694	111.865	739.245	179.530	113.586
1065	17.73333	534.314	-777.883	194.475	619.944	-742.516	190.172	528.750	-537.255	294.734	541.597	-527.460	301.541	637.627	-459.824	255.360	524.793	-427.395	258.008	535.726	-386.403	231.932	505.234	-394.684	223.658	452.228	-227.917	38.046	489.147	4.807	148.134	705.103	175.405	168.524	710.579	182.918	111.894	738.556	179.938	113.495
1066	17.75000	534.320	-777.896	194.503	618.933	-744.210	189.813	525.446	-544.962	301.050	538.168	-536.262	308.636	639.863	-470.259	261.200	526.730	-436.795	265.710	538.192	-395.097	241.025	507.505	-402.443	232.801	455.767	-232.865	48.933	490.770	2.361	152.351	704.712	175.558	168.580	709.883	183.101	111.894	737.917	180.287	113.373
1067	17.76667	534.231	-777.986	194.466	619.956	-742.339	189.864	521.795	-551.901	307.033	536.225	-546.009	313.622	641.736	-481.120	265.935	528.565	-445.942	272.656	541.007	-404.263	249.147	510.053	-410.629	240.994	459.565	-237.410	59.485	492.454	0.035	156.474	704.340	175.687	168.624	709.269	183.242	111.903	737.313	180.641	113.285
1068	17.78333	534.446	-777.768	194.550	619.960	-742.327	189.866	nan	nan	nan	534.074	-558.314	313.814	643.520	-491.935	269.056	530.518	-454.893	278.751	543.713	-412.629	256.650	512.474	-417.888	248.784	463.239	-241.521	69.669	494.133	-2.207	160.295	703.938	175.777	168.624	708.578	183.396	111.909	736.653	180.972	113.219
1069	17.80000	534.261	-777.936	194.449	619.937	-742.350	189.845	nan	nan	nan	533.783	-568.281	315.149	645.409	-502.390	271.004	532.776	-463.755	284.074	546.433	-420.871	263.437	514.946	-425.012	255.857	467.098	-245.244	79.483	495.836	-4.427	163.937	703.416	175.820	168.621	707.822	183.495	111.927	735.945	181.251	113.133
1070	17.81667	534.303	-777.910	194.485	619.952	-742.370	189.841	520.703	-587.433	305.133	533.433	-578.257	314.862	647.229	-512.087	272.246	534.671	-472.507	288.145	549.014	-428.964	269.399	517.389	-432.172	261.997	470.711	-248.619	88.945	497.410	-6.532	167.289	702.871	175.841	168.722	707.064	183.565	111.990	735.165	181.560	113.083
1071	17.83333	534.314	-777.883	194.476	619.932	-742.384	189.827	519.597	-596.386	303.803	532.059	-587.376	313.561	649.018	-521.252	272.963	536.491	-481.038	291.323	551.437	-436.968	274.428	519.720	-439.299	267.110	474.522	-251.665	97.907	498.967	-8.620	170.521	702.270	175.782	168.799	706.172	183.562	112.092	734.327	181.814	113.056
1072	17.85000	534.356	-777.859	194.514	619.932	-742.384	189.827	518.231	-604.782	301.950	530.920	-596.109	311.824	650.441	-530.363	272.878	538.362	-489.234	293.844	553.985	-444.744	278.677	522.183	-446.187	271.572	478.234	-254.492	106.563	500.255	-10.605	174.146	701.695	175.655	168.873	705.318	183.521	112.163	733.456	182.056	113.058
1073	17.86667	534.393	-777.820	194.523	619.937	-742.350	189.845	516.303	-612.302	299.104	531.022	-606.806	308.762	651.496	-539.656	270.869	540.360	-497.035	295.827	556.840	-452.281	282.285	524.845	-452.703	275.742	482.247	-257.142	114.793	501.898	-12.692	177.387	701.073	175.533	169.040	704.420	183.446	112.322	732.632	182.190	113.071
1074	17.88333	534.357	-777.858	194.513	619.944	-742.362	189.859	514.430	-619.775	294.696	529.454	-615.025	303.925	652.183	-548.565	267.014	542.302	-504.637	297.279	559.619	-459.783	285.269	527.541	-458.999	279.425	486.021	-259.561	122.898	503.615	-14.830	180.550	700.424	175.322	169.200	703.582	183.277	112.471	731.729	182.308	113.154
1075	17.90000	534.272	-777.976	194.454	619.940	-742.396	189.841	512.372	-626.055	289.441	527.577	-622.456	298.517	652.543	-556.531	263.151	543.680	-511.958	297.688	561.800	-466.911	287.796	529.729	-465.169	282.360	490.019	-261.717	130.612	505.414	-16.954	183.644	699.789	175.050	169.351	702.633	183.127	112.670	730.836	182.334	113.208
1076	17.91667	534.452	-777.714	194.563	619.961	-742.336	189.859	509.806	-631.723	283.459	525.231	-628.867	292.755	652.501	-563.889	260.049	544.195	-518.895	297.164	563.447	-473.771	289.863	531.569	-471.179	284.304	494.024	-263.641	137.688	507.316	-19.033	186.757	699.113	174.761	169.563	701.688	182.902	112.829	729.883	182.385	113.307
1077	17.93333	534.404	-777.793	194.513	619.958	-742.358	189.832	507.113	-636.877	276.568	522.615	-634.212	286.606	652.362	-570.155	257.270	544.178	-525.396	296.075	564.177	-480.242	291.458	532.372	-476.874	285.445	498.362	-265.413	143.915	509.219	-21.140	189.603	698.446	174.422	169.744	700.695	182.626	113.082	728.893	182.318	113.372
1078	17.95000	534.415	-777.766	194.503	619.965	-742.369	189.846	503.989	-640.762	268.632	519.564	-638.983	279.187	651.812	-575.744	253.907	543.585	-531.270	294.519	564.412	-486.335	292.534	532.787	-482.048	286.183	502.947	-267.122	149.314	511.158	-23.211	192.214	697.750	174.037	169.954	699.741	182.320	113.276	727.938	182.239	113.467
1079	17.96667	534.314	-777.883	194.476	619.951	-742.372	189.846	500.381	-643.788	260.549	515.978	-642.805	271.842	650.595	-581.040	250.198	542.168	-536.566	292.335	564.163	-492.017	292.964	532.762	-486.779	286.337	507.519	-268.694	153.879	513.044	-25.279	194.545	697.111	173.640	170.174	698.774	182.003	113.493	726.964	182.086	113.535
1080	17.98333	533.582	-778.481	193.798	619.946	-742.378	189.857	496.423	-645.689	252.748	512.178	-645.774	264.833	648.906	-585.953	245.567	540.887	-541.201	289.590	563.538	-497.211	292.637	532.522	-491.125	285.920	512.078	-270.117	157.798	514.731	-27.250	196.452	696.471	173.204	170.340	697.923	181.649	113.703	726.042	181.976	113.640
